Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2014/15

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Yrkesprogram;23;91,3;..;..;43,5;14,5;14,8;95,7;95,7;100,0;95,7;95,7;87,0;91,3;95,7;.;95,7;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;82;90,2;..;35,4;51,2;12,3;12,5;95,1;85,4;87,8;96,3;93,9;79,3;91,5;98,7;..;98,8;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Fordons- och transportprogrammet;28;78,6;..;.;..;11,9;12,3;85,7;100,0;85,7;96,4;100,0;89,3;100,0;100,0;..;96,4;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;82;90,2;..;35,4;51,2;12,3;12,5;95,1;85,4;87,8;96,3;93,9;79,3;91,5;98,7;..;98,8;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Vård- och omsorgsprogrammet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;El- och energiprogrammet;45;100,0;.;57,8;84,4;12,3;12,3;100,0;82,2;88,9;100,0;95,6;71,1;91,1;100,0;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Bygg- och anläggningsprogrammet;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Teknikprogrammet;42;92,9;..;92,9;57,1;14,2;14,5;100,0;100,0;100,0;100,0;.;100,0;97,6;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;14;100,0;.;..;92,9;14,7;14,7;100,0;100,0;85,7;100,0;100,0;78,6;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;82;96,3;..;96,3;41,5;15,3;15,4;100,0;100,0;100,0;100,0;.;100,0;98,8;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Naturvetenskapsprogrammet;40;100,0;.;100,0;25,0;16,4;16,4;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Industritekniska programmet;14;100,0;.;..;92,9;14,7;14,7;100,0;100,0;85,7;100,0;100,0;78,6;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;96;96,9;..;91,7;49,0;15,2;15,3;100,0;100,0;97,9;100,0;100,0;96,9;99,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;120;90,0;10,0;90,0;..;12,9;13,3;100,0;95,0;98,3;99,2;99,2;98,3;97,5;100,0;..;96,7;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Samhällsvetenskapsprogrammet;38;94,7;..;94,7;.;13,1;13,4;100,0;97,4;100,0;100,0;100,0;100,0;97,4;100,0;.;97,4;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Ekonomiprogrammet;82;87,8;12,2;87,8;..;12,8;13,3;100,0;93,9;97,6;98,8;98,8;97,6;97,6;100,0;..;96,3;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;120;90,0;10,0;90,0;..;12,9;13,3;100,0;95,0;98,3;99,2;99,2;98,3;97,5;100,0;..;96,7;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;65;95,4;..;52,3;46,2;13,6;13,8;100,0;93,8;96,9;100,0;98,5;96,9;96,9;100,0;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;14;100,0;.;..;100,0;14,8;14,8;100,0;92,9;100,0;100,0;100,0;92,9;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;65;95,4;..;52,3;46,2;13,6;13,8;100,0;93,8;96,9;100,0;98,5;96,9;96,9;100,0;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;32;93,8;..;53,1;..;12,3;12,6;100,0;96,9;93,8;100,0;100,0;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;19;94,7;..;..;52,6;14,8;15,1;100,0;89,5;100,0;100,0;94,7;94,7;89,5;100,0;.;100,0;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Högskoleförberedande program;35;91,4;..;91,4;..;13,6;13,9;100,0;100,0;94,3;100,0;91,7;100,0;100,0;100,0;.;100,0;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Teknikprogrammet;11;..;..;..;..;14,6;..;100,0;100,0;90,9;100,0;.;100,0;100,0;100,0;.;100,0;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Nationella program;35;91,4;..;91,4;..;13,6;13,9;100,0;100,0;94,3;100,0;91,7;100,0;100,0;100,0;.;100,0;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Estetiska programmet;24;95,8;..;95,8;.;13,1;13,3;100,0;100,0;95,8;100,0;91,7;100,0;100,0;100,0;.;100,0;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;24;62,5;..;..;..;11,7;12,9;83,3;79,2;83,3;79,2;66,7;79,2;79,2;83,3;.;100,0;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;.;..;.;.;..;.;.;..;..;.;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;El- och energiprogrammet;..;..;..;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;..;.;.;..;..;..;.;..;..;..;..;.;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Hantverksprogrammet;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;24;62,5;..;..;..;11,7;12,9;83,3;79,2;83,3;79,2;66,7;79,2;79,2;83,3;.;100,0;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;21;81,0;..;81,0;85,7;13,8;14,6;100,0;100,0;100,0;100,0;100,0;95,2;95,2;100,0;.;90,5;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;21;81,0;..;81,0;85,7;13,8;14,6;100,0;100,0;100,0;100,0;100,0;95,2;95,2;100,0;.;90,5;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;21;81,0;..;81,0;85,7;13,8;14,6;100,0;100,0;100,0;100,0;100,0;95,2;95,2;100,0;.;90,5;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


