Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2022/23

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;25;96,0;..;88,0;..;15,2;15,2;96,0;96,0;100,0;100,0;100,0;88,0;96,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;19;94,7;..;94,7;..;14,7;15,0;100,0;100,0;94,7;100,0;100,0;89,5;94,7;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;25;88,0;..;40,0;.;12,5;13,1;100,0;80,0;100,0;100,0;96,0;88,0;92,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;25;88,0;..;40,0;.;12,5;13,1;100,0;80,0;100,0;100,0;96,0;88,0;92,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Bygg- och anläggningsprogrammet;25;88,0;..;40,0;.;12,5;13,1;100,0;80,0;100,0;100,0;96,0;88,0;92,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;59;98,3;..;98,3;..;17,2;17,4;100,0;94,9;98,3;100,0;.;96,6;100,0;100,0;.;98,3;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturvetenskapsprogrammet;59;98,3;..;98,3;..;17,2;17,4;100,0;94,9;98,3;100,0;.;96,6;100,0;100,0;.;98,3;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;59;98,3;..;98,3;..;17,2;17,4;100,0;94,9;98,3;100,0;.;96,6;100,0;100,0;.;98,3;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;24;95,8;..;95,8;..;13,1;13,3;100,0;100,0;100,0;100,0;100,0;91,7;100,0;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Samhällsvetenskapsprogrammet;24;95,8;..;95,8;..;13,1;13,3;100,0;100,0;100,0;100,0;100,0;91,7;100,0;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;24;95,8;..;95,8;..;13,1;13,3;100,0;100,0;100,0;100,0;100,0;91,7;100,0;100,0;.;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Nationella program;45;88,9;..;64,4;.;14,3;14,7;100,0;100,0;100,0;97,8;97,8;93,3;100,0;100,0;..;93,3;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Högskoleförberedande program;24;91,7;..;91,7;.;13,6;14,1;100,0;100,0;100,0;95,8;100,0;100,0;100,0;100,0;..;91,7;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Hantverksprogrammet;21;85,7;..;..;.;15,1;15,5;100,0;100,0;100,0;100,0;95,2;85,7;100,0;100,0;.;95,2;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Ekonomiprogrammet;11;100,0;.;100,0;.;14,1;14,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;..;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Yrkesprogram;21;85,7;..;..;.;15,1;15,5;100,0;100,0;100,0;100,0;95,2;85,7;100,0;100,0;.;95,2;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Samhällsvetenskapsprogrammet;13;84,6;..;84,6;.;13,1;14,2;100,0;100,0;100,0;92,3;100,0;100,0;100,0;100,0;.;84,6;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Vård- och omsorgsprogrammet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;80;86,3;13,8;..;23,8;12,5;12,9;95,0;57,5;97,5;98,8;91,3;91,3;98,8;98,6;..;97,5;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturbruksprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hotell- och turismprogrammet;..;..;.;.;.;..;..;..;.;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;80;86,3;13,8;..;23,8;12,5;12,9;95,0;57,5;97,5;98,8;91,3;91,3;98,8;98,6;..;97,5;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;.;.;..;..;..;.;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Handels- och administrationsprogrammet;11;..;..;.;..;12,5;..;90,9;..;..;100,0;..;90,9;100,0;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Fordons- och transportprogrammet;41;82,9;..;..;..;11,8;12,2;97,6;53,7;100,0;100,0;90,2;87,8;97,6;97,3;..;95,1;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Barn- och fritidsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Bygg- och anläggningsprogrammet;16;87,5;..;..;..;12,3;12,7;87,5;..;100,0;93,8;93,8;93,8;100,0;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;142;90,8;9,2;90,8;9,2;13,2;13,5;100,0;81,0;100,0;100,0;99,3;97,9;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;142;90,8;9,2;90,8;9,2;13,2;13,5;100,0;81,0;100,0;100,0;99,3;97,9;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Ekonomiprogrammet;142;90,8;9,2;90,8;9,2;13,2;13,5;100,0;81,0;100,0;100,0;99,3;97,9;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;42;88,1;..;88,1;35,7;13,4;13,8;100,0;100,0;100,0;100,0;.;97,6;100,0;100,0;..;97,6;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Teknikprogrammet;42;88,1;..;88,1;35,7;13,4;13,8;100,0;100,0;100,0;100,0;.;97,6;100,0;100,0;..;97,6;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;42;88,1;..;88,1;35,7;13,4;13,8;100,0;100,0;100,0;100,0;.;97,6;100,0;100,0;..;97,6;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;62;83,9;16,1;41,9;24,2;13,5;14,0;98,4;58,1;93,5;96,8;93,5;100,0;90,3;98,3;..;100,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Restaurang- och livsmedelsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;62;83,9;16,1;41,9;24,2;13,5;14,0;98,4;58,1;93,5;96,8;93,5;100,0;90,3;98,3;..;100,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Handels- och administrationsprogrammet;42;85,7;..;40,5;..;13,3;13,8;97,6;66,7;100,0;100,0;92,9;100,0;95,2;97,6;.;100,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hotell- och turismprogrammet;13;76,9;..;..;..;13,9;14,2;100,0;..;..;84,6;92,3;100,0;..;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;45;100,0;.;66,7;80,0;12,9;12,9;100,0;91,1;100,0;100,0;100,0;86,7;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;45;100,0;.;66,7;80,0;12,9;12,9;100,0;91,1;100,0;100,0;100,0;86,7;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;El- och energiprogrammet;45;100,0;.;66,7;80,0;12,9;12,9;100,0;91,1;100,0;100,0;100,0;86,7;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;30;86,7;..;86,7;..;14,5;15,2;100,0;93,3;100,0;100,0;.;96,7;100,0;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturvetenskapsprogrammet;30;86,7;..;86,7;..;14,5;15,2;100,0;93,3;100,0;100,0;.;96,7;100,0;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;30;86,7;..;86,7;..;14,5;15,2;100,0;93,3;100,0;100,0;.;96,7;100,0;100,0;..;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Högskoleförberedande program;25;88,0;..;88,0;..;13,5;14,0;100,0;88,0;96,0;100,0;100,0;96,0;96,0;100,0;.;88,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Teknikprogrammet;..;..;.;..;..;..;..;..;..;..;..;.;..;..;..;.;..;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Estetiska programmet;16;81,3;..;81,3;..;13,0;13,8;100,0;87,5;93,8;100,0;100,0;93,8;93,8;100,0;.;81,3;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Nationella program;25;88,0;..;88,0;..;13,5;14,0;100,0;88,0;96,0;100,0;100,0;96,0;96,0;100,0;.;88,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;22;81,8;..;..;..;12,4;13,3;100,0;81,8;81,8;95,5;72,7;77,3;90,9;100,0;..;95,5;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;22;81,8;..;..;..;12,4;13,3;100,0;81,8;81,8;95,5;72,7;77,3;90,9;100,0;..;95,5;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;..;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;25;100,0;.;96,0;92,0;15,1;15,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;.;100,0;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;25;100,0;.;96,0;92,0;15,1;15,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;.;100,0;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;25;100,0;.;96,0;92,0;15,1;15,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;.;100,0;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


