Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2018/19

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;61;98,4;..;98,4;27,9;15,7;15,7;100,0;100,0;100,0;100,0;.;95,1;98,4;100,0;.;100,0;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;61;98,4;..;98,4;27,9;15,7;15,7;100,0;100,0;100,0;100,0;.;95,1;98,4;100,0;.;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;International Baccalaureate;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Estetiska programmet;33;78,8;..;78,8;.;14,5;15,9;100,0;87,9;78,8;97,0;93,9;78,8;93,9;93,9;.;93,9;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Barn- och fritidsprogrammet;15;100,0;.;80,0;..;14,6;14,6;100,0;93,3;100,0;100,0;93,3;93,3;100,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;54;85,4;..;79,2;..;14,5;15,4;100,0;89,6;85,4;97,9;93,8;83,3;95,8;95,8;.;95,8;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;39;78,8;..;78,8;.;14,5;15,9;100,0;87,9;78,8;97,0;93,9;78,8;93,9;93,9;.;93,9;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;15;100,0;.;80,0;..;14,6;14,6;100,0;93,3;100,0;100,0;93,3;93,3;100,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Bygg- och anläggningsprogrammet;27;77,8;..;..;..;11,8;12,8;100,0;74,1;88,9;92,6;88,9;77,8;88,9;92,6;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;27;77,8;..;..;..;11,8;12,8;100,0;74,1;88,9;92,6;88,9;77,8;88,9;92,6;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;27;77,8;..;..;..;11,8;12,8;100,0;74,1;88,9;92,6;88,9;77,8;88,9;92,6;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;24;79,2;..;79,2;..;12,0;12,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;..;95,8;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Samhällsvetenskapsprogrammet;24;79,2;..;79,2;..;12,0;12,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;..;95,8;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;24;79,2;..;79,2;..;12,0;12,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;..;95,8;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Samhällsvetenskapsprogrammet;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Högskoleförberedande program;16;87,5;..;87,5;.;14,5;15,2;100,0;87,5;100,0;100,0;100,0;100,0;100,0;100,0;..;93,8;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Nationella program;35;85,7;..;40,0;.;14,0;14,8;100,0;82,9;91,4;100,0;94,3;91,4;100,0;94,1;..;91,4;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Hantverksprogrammet;19;84,2;..;.;.;13,6;14,5;100,0;78,9;84,2;100,0;89,5;84,2;100,0;89,5;.;89,5;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Ekonomiprogrammet;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Yrkesprogram;19;84,2;..;.;.;13,6;14,5;100,0;78,9;84,2;100,0;89,5;84,2;100,0;89,5;.;89,5;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Industritekniska programmet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;46;93,5;..;..;..;12,2;12,4;97,8;80,4;89,1;100,0;100,0;93,5;84,8;95,5;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;46;93,5;..;..;..;12,2;12,4;97,8;80,4;89,1;100,0;100,0;93,5;84,8;95,5;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;.;.;..;..;..;..;.;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Fordons- och transportprogrammet;22;90,9;..;.;..;11,3;11,6;95,5;81,8;95,5;100,0;100,0;86,4;86,4;90,5;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Bygg- och anläggningsprogrammet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;..;..;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Naturvetenskapsprogrammet;52;96,2;..;96,2;..;15,6;15,8;100,0;100,0;100,0;100,0;.;98,1;100,0;100,0;..;98,1;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;52;96,2;..;96,2;..;15,6;15,8;100,0;100,0;100,0;100,0;.;98,1;100,0;100,0;..;98,1;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;52;96,2;..;96,2;..;15,6;15,8;100,0;100,0;100,0;100,0;.;98,1;100,0;100,0;..;98,1;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Ekonomiprogrammet;143;93,7;..;93,7;9,1;13,0;13,3;100,0;93,7;100,0;100,0;97,9;91,6;100,0;100,0;.;99,3;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;143;93,7;..;93,7;9,1;13,0;13,3;100,0;93,7;100,0;100,0;97,9;91,6;100,0;100,0;.;99,3;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;143;93,7;..;93,7;9,1;13,0;13,3;100,0;93,7;100,0;100,0;97,9;91,6;100,0;100,0;.;99,3;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;66;84,8;15,2;30,3;24,2;13,8;14,5;98,5;87,9;87,9;90,9;97,0;87,9;98,5;98,5;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;13;84,6;..;..;..;13,9;14,6;100,0;..;76,9;92,3;92,3;92,3;100,0;92,3;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;66;84,8;15,2;30,3;24,2;13,8;14,5;98,5;87,9;87,9;90,9;97,0;87,9;98,5;98,5;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;29;82,8;..;..;..;12,9;13,6;96,6;96,6;82,8;93,1;96,6;93,1;96,6;100,0;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;24;87,5;..;54,2;..;15,0;15,4;100,0;95,8;100,0;87,5;100,0;79,2;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;El- och energiprogrammet;49;95,9;..;42,9;51,0;12,2;12,4;100,0;95,9;98,0;100,0;95,9;95,9;91,8;100,0;.;95,9;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;105;91,4;..;66,7;35,2;13,0;13,3;99,0;96,2;99,0;100,0;95,9;97,1;92,4;100,0;..;96,2;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Teknikprogrammet;56;87,5;..;87,5;21,4;13,7;14,2;98,2;96,4;100,0;100,0;.;98,2;92,9;100,0;..;96,4;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;56;87,5;..;87,5;21,4;13,7;14,2;98,2;96,4;100,0;100,0;.;98,2;92,9;100,0;..;96,4;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;49;95,9;..;42,9;51,0;12,2;12,4;100,0;95,9;98,0;100,0;95,9;95,9;91,8;100,0;.;95,9;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Nationella program;22;81,8;..;81,8;..;13,0;13,6;100,0;100,0;90,9;100,0;100,0;95,5;95,5;100,0;.;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Estetiska programmet;10;..;..;..;..;13,4;..;100,0;100,0;..;100,0;100,0;..;..;100,0;.;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Högskoleförberedande program;22;81,8;..;81,8;..;13,0;13,6;100,0;100,0;90,9;100,0;100,0;95,5;95,5;100,0;.;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Teknikprogrammet;12;91,7;..;91,7;..;12,7;12,9;100,0;100,0;91,7;100,0;.;100,0;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;20;75,0;..;..;..;11,7;12,4;90,0;95,0;95,0;85,0;85,0;85,0;100,0;100,0;..;95,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;20;75,0;..;..;..;11,7;12,4;90,0;95,0;95,0;85,0;85,0;85,0;100,0;100,0;..;95,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Hantverksprogrammet;..;..;.;.;.;..;..;..;..;.;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;23;91,3;..;60,9;56,5;13,0;13,5;100,0;95,7;95,7;100,0;95,7;95,7;100,0;100,0;.;91,3;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;23;91,3;..;60,9;56,5;13,0;13,5;100,0;95,7;95,7;100,0;95,7;95,7;100,0;100,0;.;91,3;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;23;91,3;..;60,9;56,5;13,0;13,5;100,0;95,7;95,7;100,0;95,7;95,7;100,0;100,0;.;91,3;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


