Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2019/20

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Ekonomiprogrammet;145;95,9;..;95,9;13,8;13,5;13,6;100,0;96,6;100,0;100,0;100,0;99,3;100,0;100,0;..;99,3;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;145;95,9;..;95,9;13,8;13,5;13,6;100,0;96,6;100,0;100,0;100,0;99,3;100,0;100,0;..;99,3;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;145;95,9;..;95,9;13,8;13,5;13,6;100,0;96,6;100,0;100,0;100,0;99,3;100,0;100,0;..;99,3;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;51;94,1;..;47,1;33,3;13,6;13,8;98,0;88,2;96,1;98,0;94,1;98,0;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;51;94,1;..;47,1;33,3;13,6;13,8;98,0;88,2;96,1;98,0;94,1;98,0;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;39;92,3;..;43,6;41,0;13,2;13,5;97,4;84,6;97,4;97,4;92,3;97,4;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;12;100,0;.;..;..;14,9;14,9;100,0;100,0;91,7;100,0;100,0;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;El- och energiprogrammet;42;88,1;..;38,1;61,9;12,1;12,6;100,0;97,6;97,6;100,0;100,0;88,1;85,7;100,0;..;90,5;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;106;95,3;..;75,5;34,0;13,5;13,8;100,0;98,1;99,1;100,0;100,0;95,3;94,3;100,0;..;96,2;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Teknikprogrammet;64;100,0;.;100,0;15,6;14,4;14,4;100,0;98,4;100,0;100,0;.;100,0;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;64;100,0;.;100,0;15,6;14,4;14,4;100,0;98,4;100,0;100,0;.;100,0;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;42;88,1;..;38,1;61,9;12,1;12,6;100,0;97,6;97,6;100,0;100,0;88,1;85,7;100,0;..;90,5;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Nationella program;23;82,6;..;82,6;..;13,5;14,2;100,0;82,6;95,7;100,0;100,0;82,6;95,7;100,0;..;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Estetiska programmet;12;100,0;.;100,0;..;14,3;14,3;100,0;91,7;91,7;100,0;100,0;83,3;100,0;100,0;..;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Teknikprogrammet;11;..;..;..;.;12,5;..;100,0;..;100,0;100,0;.;..;90,9;100,0;.;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Högskoleförberedande program;23;82,6;..;82,6;..;13,5;14,2;100,0;82,6;95,7;100,0;100,0;82,6;95,7;100,0;..;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;18;100,0;.;..;..;12,2;12,2;100,0;100,0;94,4;100,0;77,8;83,3;100,0;100,0;..;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Hantverksprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;18;100,0;.;..;..;12,2;12,2;100,0;100,0;94,4;100,0;77,8;83,3;100,0;100,0;..;100,0;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;35;97,1;..;68,6;82,9;14,5;14,7;100,0;97,1;100,0;100,0;100,0;100,0;97,1;100,0;.;97,1;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;35;97,1;..;68,6;82,9;14,5;14,7;100,0;97,1;100,0;100,0;100,0;100,0;97,1;100,0;.;97,1;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;35;97,1;..;68,6;82,9;14,5;14,7;100,0;97,1;100,0;100,0;100,0;100,0;97,1;100,0;.;97,1;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


