Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2020/21

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;24;100,0;.;79,2;..;12,8;12,8;100,0;87,5;95,8;100,0;100,0;100,0;91,7;100,0;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;24;100,0;.;79,2;..;12,8;12,8;100,0;87,5;95,8;100,0;100,0;100,0;91,7;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;17;100,0;.;100,0;.;12,9;12,9;100,0;100,0;100,0;100,0;100,0;94,1;100,0;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Samhällsvetenskapsprogrammet;17;100,0;.;100,0;.;12,9;12,9;100,0;100,0;100,0;100,0;100,0;94,1;100,0;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;17;100,0;.;100,0;.;12,9;12,9;100,0;100,0;100,0;100,0;100,0;94,1;100,0;100,0;.;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Högskoleförberedande program;39;97,4;..;97,4;..;14,4;14,4;100,0;100,0;97,4;100,0;100,0;97,4;100,0;100,0;..;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Yrkesprogram;25;96,0;..;..;.;14,4;14,7;100,0;96,0;88,0;100,0;96,0;92,0;100,0;95,8;..;96,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Samhällsvetenskapsprogrammet;27;100,0;.;100,0;..;14,3;14,3;100,0;100,0;96,3;100,0;100,0;96,3;100,0;100,0;..;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Nationella program;64;96,9;..;67,2;..;14,4;14,5;100,0;98,4;93,8;100,0;98,4;95,3;100,0;98,3;..;98,4;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Hantverksprogrammet;25;96,0;..;..;.;14,4;14,7;100,0;96,0;88,0;100,0;96,0;92,0;100,0;95,8;..;96,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Ekonomiprogrammet;12;91,7;..;91,7;..;14,6;14,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Barn- och fritidsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Vård- och omsorgsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;72;94,4;..;..;..;13,7;13,9;95,8;93,1;98,6;100,0;95,8;97,2;98,6;98,6;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;72;94,4;..;..;..;13,7;13,9;95,8;93,1;98,6;100,0;95,8;97,2;98,6;98,6;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Bygg- och anläggningsprogrammet;11;100,0;.;.;..;14,7;14,7;100,0;90,9;100,0;100,0;100,0;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hantverksprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Fordons- och transportprogrammet;33;87,9;..;..;..;12,3;12,6;90,9;90,9;100,0;100,0;90,9;97,0;100,0;96,9;..;100,0;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Industritekniska programmet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Naturvetenskapsprogrammet;59;91,5;..;91,5;..;15,6;16,2;100,0;94,9;100,0;100,0;.;100,0;100,0;100,0;..;96,6;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;59;91,5;..;91,5;..;15,6;16,2;100,0;94,9;100,0;100,0;.;100,0;100,0;100,0;..;96,6;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;59;91,5;..;91,5;..;15,6;16,2;100,0;94,9;100,0;100,0;.;100,0;100,0;100,0;..;96,6;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;140;94,3;..;94,3;10,7;12,9;13,2;100,0;94,3;98,6;100,0;99,3;95,7;99,3;100,0;.;97,1;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;140;94,3;..;94,3;10,7;12,9;13,2;100,0;94,3;98,6;100,0;99,3;95,7;99,3;100,0;.;97,1;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Ekonomiprogrammet;140;94,3;..;94,3;10,7;12,9;13,2;100,0;94,3;98,6;100,0;99,3;95,7;99,3;100,0;.;97,1;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;59;72,9;27,1;44,1;32,2;12,6;14,2;96,6;72,9;93,2;89,8;86,4;86,4;93,2;88,9;..;86,4;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;36;72,2;27,8;44,4;27,8;11,7;13,6;94,4;69,4;94,4;94,4;80,6;86,1;94,4;87,9;..;77,8;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;59;72,9;27,1;44,1;32,2;12,6;14,2;96,6;72,9;93,2;89,8;86,4;86,4;93,2;88,9;..;86,4;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;13;76,9;..;..;..;14,5;15,0;100,0;84,6;84,6;92,3;100,0;92,3;84,6;100,0;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;10;..;..;..;.;13,4;..;100,0;..;100,0;..;..;..;100,0;..;.;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;El- och energiprogrammet;45;93,3;..;46,7;68,9;12,6;12,8;100,0;100,0;100,0;100,0;95,6;100,0;91,1;100,0;..;97,8;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Teknikprogrammet;42;95,2;..;95,2;..;14,2;14,4;100,0;100,0;97,6;100,0;.;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;87;94,3;..;70,1;44,8;13,4;13,6;100,0;100,0;98,9;100,0;95,6;100,0;95,4;100,0;..;98,9;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;45;93,3;..;46,7;68,9;12,6;12,8;100,0;100,0;100,0;100,0;95,6;100,0;91,1;100,0;..;97,8;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;42;95,2;..;95,2;..;14,2;14,4;100,0;100,0;97,6;100,0;.;100,0;100,0;100,0;.;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Estetiska programmet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Högskoleförberedande program;22;90,9;..;90,9;..;14,2;14,8;100,0;95,5;95,5;100,0;..;81,8;95,5;100,0;.;95,5;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Teknikprogrammet;15;86,7;..;86,7;.;13,0;13,8;100,0;93,3;100,0;100,0;.;73,3;93,3;100,0;.;93,3;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Nationella program;22;90,9;..;90,9;..;14,2;14,8;100,0;95,5;95,5;100,0;..;81,8;95,5;100,0;.;95,5;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;..;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;28;75,0;..;..;..;11,2;12,1;96,4;71,4;75,0;92,9;67,9;71,4;85,7;100,0;..;89,3;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;28;75,0;..;..;..;11,2;12,1;96,4;71,4;75,0;92,9;67,9;71,4;85,7;100,0;..;89,3;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;21;85,7;..;76,2;76,2;13,8;14,8;100,0;95,2;95,2;100,0;95,2;95,2;100,0;100,0;.;85,7;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;21;85,7;..;76,2;76,2;13,8;14,8;100,0;95,2;95,2;100,0;95,2;95,2;100,0;100,0;.;85,7;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;21;85,7;..;76,2;76,2;13,8;14,8;100,0;95,2;95,2;100,0;95,2;95,2;100,0;100,0;.;85,7;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


