Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2023/24

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Barn- och fritidsprogrammet;17;88,2;..;58,8;..;13,5;13,9;100,0;100,0;100,0;88,2;100,0;100,0;100,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;17;88,2;..;58,8;..;13,5;13,9;100,0;100,0;100,0;88,2;100,0;100,0;100,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;17;88,2;..;58,8;..;13,5;13,9;100,0;100,0;100,0;88,2;100,0;100,0;100,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;28;78,6;..;67,9;..;12,7;13,6;96,4;92,9;92,9;96,4;92,9;85,7;92,9;100,0;.;92,9;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;28;78,6;..;67,9;..;12,7;13,6;96,4;92,9;92,9;96,4;92,9;85,7;92,9;100,0;.;92,9;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Bygg- och anläggningsprogrammet;28;78,6;..;67,9;..;12,7;13,6;96,4;92,9;92,9;96,4;92,9;85,7;92,9;100,0;.;92,9;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;74;90,5;..;90,5;14,9;15,8;16,3;100,0;97,3;95,9;98,6;93,8;100,0;97,3;100,0;..;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Estetiska programmet;16;81,3;..;81,3;..;15,8;16,6;100,0;100,0;81,3;93,8;93,8;100,0;93,8;100,0;.;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturvetenskapsprogrammet;58;93,1;..;93,1;..;15,8;16,3;100,0;96,6;100,0;100,0;.;100,0;98,3;100,0;..;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;74;90,5;..;90,5;14,9;15,8;16,3;100,0;97,3;95,9;98,6;93,8;100,0;97,3;100,0;..;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Samhällsvetenskapsprogrammet;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Ekonomiprogrammet;..;..;..;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Hantverksprogrammet;12;..;..;..;..;13,9;..;91,7;83,3;100,0;..;100,0;83,3;91,7;100,0;.;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Nationella program;39;82,1;..;61,5;..;13,5;14,0;97,4;92,3;97,4;87,2;97,4;94,9;97,4;100,0;.;94,9;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Samhällsvetenskapsprogrammet;22;86,4;..;86,4;..;13,5;13,9;100,0;95,5;100,0;90,9;95,5;100,0;100,0;100,0;.;95,5;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Högskoleförberedande program;27;85,2;..;85,2;..;13,3;13,8;100,0;96,3;96,3;92,6;96,3;100,0;100,0;100,0;.;92,6;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Yrkesprogram;12;..;..;..;..;13,9;..;91,7;83,3;100,0;..;100,0;83,3;91,7;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturbruksprogrammet;..;.;..;.;..;..;.;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;68;89,7;..;..;19,1;12,5;12,9;100,0;73,5;98,5;100,0;86,8;77,9;80,9;97,1;.;97,1;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hotell- och turismprogrammet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Vård- och omsorgsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;68;89,7;..;..;19,1;12,5;12,9;100,0;73,5;98,5;100,0;86,8;77,9;80,9;97,1;.;97,1;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Industritekniska programmet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Handels- och administrationsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Bygg- och anläggningsprogrammet;13;100,0;.;..;..;13,6;13,6;100,0;..;92,3;100,0;76,9;..;84,6;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Barn- och fritidsprogrammet;..;..;.;.;.;..;..;..;.;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Fordons- och transportprogrammet;37;83,8;..;..;..;11,3;11,8;100,0;75,7;100,0;100,0;89,2;78,4;73,0;94,6;.;94,6;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Ekonomiprogrammet;137;79,6;20,4;79,6;..;12,5;13,3;100,0;78,8;98,5;98,5;100,0;93,4;99,3;100,0;..;98,5;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;137;79,6;20,4;79,6;..;12,5;13,3;100,0;78,8;98,5;98,5;100,0;93,4;99,3;100,0;..;98,5;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;137;79,6;20,4;79,6;..;12,5;13,3;100,0;78,8;98,5;98,5;100,0;93,4;99,3;100,0;..;98,5;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;25;96,0;..;96,0;..;14,8;15,1;100,0;100,0;100,0;100,0;.;100,0;96,0;100,0;.;96,0;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;25;96,0;..;96,0;..;14,8;15,1;100,0;100,0;100,0;100,0;.;100,0;96,0;100,0;.;96,0;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Teknikprogrammet;25;96,0;..;96,0;..;14,8;15,1;100,0;100,0;100,0;100,0;.;100,0;96,0;100,0;.;96,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;48;87,5;..;..;..;13,3;13,9;97,9;64,6;97,9;93,8;91,7;93,8;97,9;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;48;87,5;..;..;..;13,3;13,9;97,9;64,6;97,9;93,8;91,7;93,8;97,9;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hotell- och turismprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Handels- och administrationsprogrammet;39;84,6;..;..;..;13,0;13,6;97,4;56,4;97,4;92,3;89,7;94,9;97,4;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;43;93,0;..;58,1;72,1;12,5;12,8;100,0;69,8;100,0;97,7;95,3;60,5;100,0;97,7;.;97,7;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;43;93,0;..;58,1;72,1;12,5;12,8;100,0;69,8;100,0;97,7;95,3;60,5;100,0;97,7;.;97,7;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;El- och energiprogrammet;43;93,0;..;58,1;72,1;12,5;12,8;100,0;69,8;100,0;97,7;95,3;60,5;100,0;97,7;.;97,7;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturvetenskapsprogrammet;24;83,3;..;83,3;..;14,6;15,0;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;24;83,3;..;83,3;..;14,6;15,0;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;24;83,3;..;83,3;..;14,6;15,0;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;..;100,0;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Högskoleförberedande program;43;67,4;32,6;67,4;30,2;13,0;15,2;100,0;81,4;90,7;93,0;82,1;83,7;81,4;97,7;.;76,7;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Estetiska programmet;28;64,3;35,7;64,3;39,3;12,6;15,0;100,0;78,6;89,3;89,3;82,1;78,6;78,6;96,4;.;71,4;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Nationella program;43;67,4;32,6;67,4;30,2;13,0;15,2;100,0;81,4;90,7;93,0;82,1;83,7;81,4;97,7;.;76,7;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Teknikprogrammet;15;73,3;..;73,3;..;13,7;15,5;100,0;86,7;93,3;100,0;.;93,3;86,7;100,0;.;86,7;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;20;90,0;..;..;..;12,6;13,0;100,0;85,0;95,0;95,0;95,0;95,0;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;20;90,0;..;..;..;12,6;13,0;100,0;85,0;95,0;95,0;95,0;95,0;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;29;96,6;..;86,2;82,8;15,0;15,2;100,0;100,0;100,0;100,0;100,0;96,6;100,0;100,0;.;96,6;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;29;96,6;..;86,2;82,8;15,0;15,2;100,0;100,0;100,0;100,0;100,0;96,6;100,0;100,0;.;96,6;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;29;96,6;..;86,2;82,8;15,0;15,2;100,0;100,0;100,0;100,0;100,0;96,6;100,0;100,0;.;96,6;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


