Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2021/22

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Estetiska programmet;24;95,8;..;95,8;..;15,9;16,2;100,0;95,8;100,0;95,8;100,0;95,8;91,7;100,0;.;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;52;94,2;..;86,5;19,2;14,7;14,9;100,0;98,1;98,1;94,2;100,0;92,3;96,2;100,0;..;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;24;95,8;..;95,8;..;15,9;16,2;100,0;95,8;100,0;95,8;100,0;95,8;91,7;100,0;.;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;28;92,9;..;78,6;..;13,6;13,8;100,0;100,0;96,4;92,9;100,0;89,3;100,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Barn- och fritidsprogrammet;28;92,9;..;78,6;..;13,6;13,8;100,0;100,0;96,4;92,9;100,0;89,3;100,0;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Bygg- och anläggningsprogrammet;31;96,8;..;38,7;..;12,9;13,1;100,0;100,0;90,3;100,0;96,8;93,5;74,2;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;31;96,8;..;38,7;..;12,9;13,1;100,0;100,0;90,3;100,0;96,8;93,5;74,2;100,0;..;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;31;96,8;..;38,7;..;12,9;13,1;100,0;100,0;90,3;100,0;96,8;93,5;74,2;100,0;..;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;59;100,0;.;100,0;..;17,4;17,4;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;59;100,0;.;100,0;..;17,4;17,4;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturvetenskapsprogrammet;59;100,0;.;100,0;..;17,4;17,4;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;22;77,3;..;77,3;..;13,7;15,1;100,0;95,5;95,5;95,5;100,0;100,0;100,0;100,0;..;81,8;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;22;77,3;..;77,3;..;13,7;15,1;100,0;95,5;95,5;95,5;100,0;100,0;100,0;100,0;..;81,8;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Samhällsvetenskapsprogrammet;22;77,3;..;77,3;..;13,7;15,1;100,0;95,5;95,5;95,5;100,0;100,0;100,0;100,0;..;81,8;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Ekonomiprogrammet;10;..;..;..;..;13,4;..;100,0;..;..;100,0;100,0;100,0;100,0;..;..;..;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Hantverksprogrammet;22;95,5;..;..;..;14,5;14,7;95,5;100,0;86,4;100,0;90,9;95,5;100,0;95,2;..;100,0;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Nationella program;51;94,1;..;58,8;19,6;14,0;14,3;98,0;98,0;92,2;100,0;96,1;98,0;100,0;97,9;..;96,1;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Samhällsvetenskapsprogrammet;19;94,7;..;94,7;..;13,8;14,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;.;94,7;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Högskoleförberedande program;29;93,1;..;93,1;..;13,7;13,9;100,0;96,6;96,6;100,0;100,0;100,0;100,0;100,0;..;93,1;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;Yrkesprogram;22;95,5;..;..;..;14,5;14,7;95,5;100,0;86,4;100,0;90,9;95,5;100,0;95,2;..;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;75;94,7;..;13,3;13,3;13,4;13,6;97,3;86,7;98,7;100,0;98,7;90,7;98,7;97,3;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Industritekniska programmet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hotell- och turismprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Vård- och omsorgsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;75;94,7;..;13,3;13,3;13,4;13,6;97,3;86,7;98,7;100,0;98,7;90,7;98,7;97,3;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hantverksprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Handels- och administrationsprogrammet;10;..;..;.;.;13,3;..;100,0;100,0;100,0;100,0;100,0;..;100,0;..;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Bygg- och anläggningsprogrammet;14;100,0;.;..;..;14,2;14,2;100,0;92,9;100,0;100,0;100,0;92,9;100,0;100,0;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Barn- och fritidsprogrammet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Fordons- och transportprogrammet;35;94,3;..;..;..;12,3;12,5;94,3;74,3;100,0;100,0;97,1;88,6;97,1;97,1;.;100,0;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Ekonomiprogrammet;136;96,3;..;96,3;..;13,5;13,6;100,0;83,8;99,3;100,0;100,0;97,8;100,0;100,0;.;98,5;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;136;96,3;..;96,3;..;13,5;13,6;100,0;83,8;99,3;100,0;100,0;97,8;100,0;100,0;.;98,5;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;136;96,3;..;96,3;..;13,5;13,6;100,0;83,8;99,3;100,0;100,0;97,8;100,0;100,0;.;98,5;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;30;83,3;..;83,3;..;14,1;14,6;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;..;90,0;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;30;83,3;..;83,3;..;14,1;14,6;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;..;90,0;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Teknikprogrammet;30;83,3;..;83,3;..;14,1;14,6;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;..;90,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;43;88,4;..;25,6;..;14,4;14,9;95,3;55,8;100,0;97,7;79,1;97,7;90,7;100,0;..;97,7;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Restaurang- och livsmedelsprogrammet;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;43;88,4;..;25,6;..;14,4;14,9;95,3;55,8;100,0;97,7;79,1;97,7;90,7;100,0;..;97,7;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Hotell- och turismprogrammet;14;100,0;.;..;..;15,9;15,9;100,0;71,4;100,0;100,0;100,0;100,0;85,7;100,0;..;100,0;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Handels- och administrationsprogrammet;21;81,0;..;..;.;13,7;14,5;95,2;52,4;100,0;95,2;66,7;95,2;100,0;100,0;.;95,2;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Yrkesprogram;42;97,6;..;45,2;57,1;12,5;12,6;100,0;92,9;100,0;100,0;100,0;100,0;90,5;100,0;.;97,6;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;42;97,6;..;45,2;57,1;12,5;12,6;100,0;92,9;100,0;100,0;100,0;100,0;90,5;100,0;.;97,6;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;El- och energiprogrammet;42;97,6;..;45,2;57,1;12,5;12,6;100,0;92,9;100,0;100,0;100,0;100,0;90,5;100,0;.;97,6;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Naturvetenskapsprogrammet;56;94,6;..;94,6;..;15,0;15,3;100,0;98,2;100,0;100,0;.;98,2;100,0;100,0;..;98,2;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Nationella program;56;94,6;..;94,6;..;15,0;15,3;100,0;98,2;100,0;100,0;.;98,2;100,0;100,0;..;98,2;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;Högskoleförberedande program;56;94,6;..;94,6;..;15,0;15,3;100,0;98,2;100,0;100,0;.;98,2;100,0;100,0;..;98,2;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Högskoleförberedande program;29;86,2;..;86,2;..;13,0;13,5;100,0;93,1;93,1;93,1;94,7;93,1;86,2;96,6;.;96,6;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Estetiska programmet;19;78,9;..;78,9;..;12,2;12,9;100,0;89,5;89,5;89,5;94,7;89,5;78,9;94,7;.;94,7;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Nationella program;29;86,2;..;86,2;..;13,0;13,5;100,0;93,1;93,1;93,1;94,7;93,1;86,2;96,6;.;96,6;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;Teknikprogrammet;10;100,0;.;100,0;..;14,5;14,5;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;29;93,1;..;..;34,5;12,4;12,7;100,0;100,0;86,2;100,0;86,2;93,1;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;12;83,3;..;..;..;12,5;13,3;100,0;100,0;83,3;100,0;91,7;91,7;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;29;93,1;..;..;34,5;12,4;12,7;100,0;100,0;86,2;100,0;86,2;93,1;100,0;100,0;.;100,0;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;.;..;.;..;..;..;..;..;..;..;..;..;..;.;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;27;85,2;..;77,8;74,1;13,6;14,5;100,0;100,0;92,6;100,0;96,3;96,3;96,3;100,0;.;85,2;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;27;85,2;..;77,8;74,1;13,6;14,5;100,0;100,0;92,6;100,0;96,3;96,3;96,3;100,0;.;85,2;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;27;85,2;..;77,8;74,1;13,6;14,5;100,0;100,0;92,6;100,0;96,3;96,3;96,3;100,0;.;85,2;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


