Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Avgångselever, nationella program (fr.o.m. 2013/14)
Valt läsår: 2017/18

;;;;;;;;;;;;;;;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;Andel elever med minst betyget E i gymnasiegemensamma kurser samt Gymnasiearbete;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;11;100,0;.;..;..;13,2;13,2;100,0;100,0;100,0;100,0;100,0;..;100,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Bygg- och anläggningsprogrammet;25;100,0;.;..;.;11,3;11,3;100,0;100,0;100,0;100,0;100,0;92,0;92,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;25;100,0;.;..;.;11,3;11,3;100,0;100,0;100,0;100,0;100,0;92,0;92,0;100,0;.;100,0;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;25;100,0;.;..;.;11,3;11,3;100,0;100,0;100,0;100,0;100,0;92,0;92,0;100,0;.;100,0;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;23;73,9;..;73,9;.;11,5;12,6;100,0;95,7;91,3;95,7;100,0;100,0;100,0;100,0;..;82,6;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;23;73,9;..;73,9;.;11,5;12,6;100,0;95,7;91,3;95,7;100,0;100,0;100,0;100,0;..;82,6;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Samhällsvetenskapsprogrammet;23;73,9;..;73,9;.;11,5;12,6;100,0;95,7;91,3;95,7;100,0;100,0;100,0;100,0;..;82,6;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Ekonomiprogrammet;12;..;..;..;..;13,0;..;100,0;91,7;91,7;100,0;100,0;91,7;100,0;100,0;.;91,7;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Högskoleförberedande program;26;84,6;..;84,6;..;14,0;14,9;100,0;96,2;96,2;100,0;100,0;96,2;100,0;100,0;.;96,2;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Estetiska programmet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Samhällsvetenskapsprogrammet;10;..;..;..;..;14,1;..;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;.;100,0;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Nationella program;44;86,4;..;61,4;..;13,9;14,7;100,0;93,2;90,9;100,0;97,7;97,7;97,7;97,7;.;95,5;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Hantverksprogrammet;18;88,9;..;..;.;13,9;14,6;100,0;88,9;83,3;100,0;94,4;100,0;94,4;94,4;.;94,4;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;Yrkesprogram;18;88,9;..;..;.;13,9;14,6;100,0;88,9;83,3;100,0;94,4;100,0;94,4;94,4;.;94,4;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;41;85,4;..;..;26,8;12,4;13,1;95,1;87,8;90,2;95,1;97,6;80,5;73,2;100,0;..;92,7;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Industritekniska programmet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;41;85,4;..;..;26,8;12,4;13,1;95,1;87,8;90,2;95,1;97,6;80,5;73,2;100,0;..;92,7;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hantverksprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Fordons- och transportprogrammet;29;79,3;..;..;..;11,5;12,4;93,1;89,7;93,1;93,1;100,0;75,9;72,4;100,0;..;89,7;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Bygg- och anläggningsprogrammet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Naturvetenskapsprogrammet;48;100,0;.;100,0;..;16,3;16,3;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;48;100,0;.;100,0;..;16,3;16,3;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;48;100,0;.;100,0;..;16,3;16,3;100,0;100,0;100,0;100,0;.;100,0;100,0;100,0;.;100,0;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Ekonomiprogrammet;114;93,9;..;93,9;19,3;13,2;13,4;100,0;96,5;100,0;99,1;99,1;89,5;98,2;100,0;..;97,4;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;142;93,0;7,0;93,0;18,3;13,2;13,6;100,0;95,8;100,0;99,3;99,3;90,8;97,9;100,0;..;97,2;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Samhällsvetenskapsprogrammet;28;89,3;..;89,3;..;13,5;14,3;100,0;92,9;100,0;100,0;100,0;96,4;96,4;100,0;.;96,4;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;142;93,0;7,0;93,0;18,3;13,2;13,6;100,0;95,8;100,0;99,3;99,3;90,8;97,9;100,0;..;97,2;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;60;71,7;28,3;23,3;20,0;13,4;14,1;100,0;88,3;90,0;76,7;100,0;85,0;98,3;98,3;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Restaurang- och livsmedelsprogrammet;15;..;..;..;..;12,2;..;100,0;..;86,7;..;100,0;93,3;93,3;93,3;.;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;60;71,7;28,3;23,3;20,0;13,4;14,1;100,0;88,3;90,0;76,7;100,0;85,0;98,3;98,3;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Handels- och administrationsprogrammet;22;81,8;..;..;..;13,1;13,5;100,0;100,0;81,8;90,9;100,0;95,5;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Hotell- och turismprogrammet;23;73,9;..;..;..;14,5;15,0;100,0;100,0;100,0;78,3;100,0;69,6;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Högskoleförberedande program;42;92,9;..;92,9;26,2;14,4;14,7;100,0;95,2;100,0;100,0;.;92,9;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Teknikprogrammet;42;92,9;..;92,9;26,2;14,4;14,7;100,0;95,2;100,0;100,0;.;92,9;100,0;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Nationella program;78;94,9;..;76,9;47,4;14,1;14,3;98,7;91,0;100,0;100,0;91,7;93,6;94,9;100,0;..;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;El- och energiprogrammet;36;97,2;..;58,3;72,2;13,7;13,9;97,2;86,1;100,0;100,0;91,7;94,4;88,9;100,0;.;100,0;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;Yrkesprogram;36;97,2;..;58,3;72,2;13,7;13,9;97,2;86,1;100,0;100,0;91,7;94,4;88,9;100,0;.;100,0;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Nationella program;19;78,9;..;78,9;..;13,6;14,4;100,0;94,7;94,7;100,0;..;100,0;100,0;100,0;.;89,5;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Högskoleförberedande program;19;78,9;..;78,9;..;13,6;14,4;100,0;94,7;94,7;100,0;..;100,0;100,0;100,0;.;89,5;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Teknikprogrammet;11;..;..;..;..;12,6;..;100,0;90,9;90,9;100,0;.;100,0;100,0;100,0;.;..;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;Estetiska programmet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;VVS- och fastighetsprogrammet;..;..;.;.;.;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Naturbruksprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Yrkesprogram;14;85,7;..;..;..;12,5;13,1;100,0;92,9;92,9;100,0;85,7;100,0;100,0;100,0;.;92,9;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Bygg- och anläggningsprogrammet;..;..;..;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Barn- och fritidsprogrammet;..;..;.;.;..;..;..;..;..;..;..;..;..;..;..;.;..;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Handels- och administrationsprogrammet;..;.;..;.;.;..;.;..;.;..;..;.;..;..;..;.;.;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Nationella program;14;85,7;..;..;..;12,5;13,1;100,0;92,9;92,9;100,0;85,7;100,0;100,0;100,0;.;92,9;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;Hantverksprogrammet;..;..;.;..;..;..;..;..;..;..;..;..;..;..;..;.;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Naturbruksprogrammet;23;91,3;..;78,3;73,9;13,4;13,5;100,0;100,0;100,0;100,0;100,0;91,3;100,0;100,0;.;91,3;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Yrkesprogram;23;91,3;..;78,3;73,9;13,4;13,5;100,0;100,0;100,0;100,0;100,0;91,3;100,0;100,0;.;91,3;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;Nationella program;23;91,3;..;78,3;73,9;13,4;13,5;100,0;100,0;100,0;100,0;100,0;91,3;100,0;100,0;.;91,3;

Rapportbeskrivning och definitioner etc. 

Rapporten visar uppgifter om avgångsbetyg i gymnasieskolan, fördelat per program. Uppgifterna avser juni det valda året.
 
Om resultatuppgiften baseras på färre än 10 elever, dubbelprickas den. Då visas två prickar (..)  istället för utfall. Om data saknas visas en prick (.) istället för utfall.

Totalt antal;Antalet avgångselever från gymnasieskolor enligt Gy 2011 vårterminen det valda läsåret. Detta innefattar elever som tagit gymnasieexamen samt elever som fått ett studiebevis där eleven är betygssatt i kurser som totalt omfattar minst 2500 poäng.;
Andel (%) med examen;Procentuell andel elever som fått gymnasieexamen av samtliga avgångselever. Kraven för examen beskrivs i analysstödet.;
Andel (%) med studiebevis;Andel (%) elever med studiebevis om minst 2500 poäng. Kraven för studiebevis beskrivs i analysstödet.;
Andel (%) med grundl. behörighet;Andel (%) elever med grundläggande behörighet för högskolestudier.;
GBP för elever med examen eller studiebevis;Genomsnittliga betygspoängen för samtliga avgångselever. Hur den genomsnittliga betygspoängen beräknas beskrivs i analysstödet.;
GBP för elever med examen;Genomsnittliga betygspoängen för de elever som uppnått examen från antingen ett yrkesprogram eller ett högskoleförberedande program.;
Eng 5;Engelska 5 (100 poäng);
Historia 1;Historia 1a1 (50 poäng) för TE samt yrkesprogram alt Historia 1b (100 poäng) EK, ES, HU, NA och SA;
Idrott 1;Idrott och hälsa 1 (100 poäng);
Ma 1;Matematik 1a (100 poäng) för yrkesprogram alt Matematik 1b (100 poäng) för EK, ES, HU och SA alt Matematik 1c (100 poäng) för NA och TE.;
Na 1;Naturvetenskap 1a1 (50 poäng) för yrkesprogram alt Naturvetenskap 1b (100 poäng) för SA, HU, ES, EK. Kursen läses inte av elever på NA eller TE.;
Re 1;Religionskunskap 1 (50 poäng);
Sam 1;Samhällskunskap 1a1 (50 poäng) för yrkesprogram alt Samhällskunskap 1b (100 poäng) för högskoleförberedande program;
Sv 1;Svenska 1 (100 poäng);
Sv andraspr. 1;Svenska som andra språk 1 (100 poäng);
Gymnarb.;Gymnasiearbete (100 poäng);

Riksrekryterande utbildningar i tabellen avser de riksrekryterande utbildningar som har egna examensmål.

Elever som slutfört en International Baccalaureateutbildning (IB) har fått grundläggande behörighet till högskola och universitet.
Däremot har de egna examensmål och kurser vilka inte kan likställas med de nationella programmens.


