lan;län;kom;kommun;lokalid;lokal;2014-08-27;2014-08-28;2014-08-29;2014-08-30;2014-08-31;2014-09-01;2014-09-02;2014-09-03;2014-09-04;2014-09-05;2014-09-06;2014-09-07;2014-09-08;2014-09-09;2014-09-10;2014-09-11;2014-09-12;2014-09-13;2014-09-14;Totalt
01;Stockholms län;26;Huddinge;13544;Huddinge centrum;160;193;190;182;148;219;213;220;249;214;240;251;342;395;443;491;493;504;0;5147
01;Stockholms län;26;Huddinge;13545;Stuvsta centrum;57;58;48;62;57;96;92;86;92;66;121;151;153;201;254;259;300;377;0;2530
01;Stockholms län;26;Huddinge;14736;Eklunden seniorcenter;48;43;36;46;0;63;43;62;26;38;43;0;93;62;60;80;88;129;0;960
01;Stockholms län;26;Huddinge;14737;Karolinska sjukhuset i Huddinge;57;43;54;22;27;73;70;61;67;50;28;67;104;142;160;188;254;219;251;1937
01;Stockholms län;26;Huddinge;15000;Stuvstagårdens servicehus;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;17
01;Stockholms län;26;Huddinge;15001;Serenadens äldreboende;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;12
01;Stockholms län;26;Huddinge;15002;Björnkulla;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;20
01;Stockholms län;26;Huddinge;15003;Västergården;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;24
01;Stockholms län;26;Huddinge;15004;Vårbacka plaza;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;12
01;Stockholms län;26;Huddinge;5890;Sjödalens äldreboende;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;32
01;Stockholms län;26;Huddinge;5891;Tallgårdens äldrecentrum;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;20
01;Stockholms län;26;Huddinge;5893;Rosendalsgården;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;23
01;Stockholms län;26;Huddinge;8694;Huvudbiblioteket;129;133;103;79;72;162;171;134;121;141;114;142;270;309;384;327;464;382;0;3637
01;Stockholms län;26;Huddinge;8935;Kommunalhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;47;0;410;505
01;Stockholms län;26;Huddinge;8936;Flemingsbergs bibliotek;35;20;20;11;0;52;33;46;16;35;45;0;62;57;110;89;143;200;0;974
01;Stockholms län;26;Huddinge;8937;Segeltorps bibliotek;85;64;75;0;0;96;49;98;56;67;0;0;175;100;248;152;220;0;0;1485
01;Stockholms län;26;Huddinge;8938;Skogås bibliotek;145;111;120;80;0;176;176;180;108;131;131;0;281;257;326;317;355;387;0;3281
01;Stockholms län;26;Huddinge;8940;Vårby bibliotek;25;37;26;25;0;21;46;50;49;30;30;0;47;84;110;98;106;192;0;976
01;Stockholms län;27;Botkyrka;10735;Silverkronan äldreboende;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;30
01;Stockholms län;27;Botkyrka;13035;Mobila enheter;89;161;199;167;193;190;268;193;207;300;273;0;279;425;325;452;499;669;40;4929
01;Stockholms län;27;Botkyrka;5899;Tumba äldreboende;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;37
01;Stockholms län;27;Botkyrka;5900;Allégården;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;23
01;Stockholms län;27;Botkyrka;5902;Alby Äng;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;18
01;Stockholms län;27;Botkyrka;5903;Kriminalvårdsanstalten , Asptuna;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;35
01;Stockholms län;27;Botkyrka;5904;Kärsdala äldreboende;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;26
01;Stockholms län;27;Botkyrka;8734;Alby medborgarkontor;76;99;89;40;0;116;91;94;99;118;42;0;171;138;212;213;274;222;661;2755
01;Stockholms län;27;Botkyrka;8735;Fittja medborgarkontor;45;50;59;54;0;76;64;81;60;71;51;0;110;105;124;164;178;180;115;1587
01;Stockholms län;27;Botkyrka;8736;Hallunda medborgarkontor;147;145;130;47;0;158;164;158;184;150;86;0;220;223;290;262;368;228;0;2960
01;Stockholms län;27;Botkyrka;8737;Tullinge medborgarkontor;130;172;134;92;0;201;198;169;166;167;156;0;301;299;419;465;472;302;0;3843
01;Stockholms län;27;Botkyrka;8738;Tumba medborgarkontor;169;171;186;110;0;185;239;177;193;194;132;0;317;355;446;463;560;371;494;4762
01;Stockholms län;27;Botkyrka;8739;Mötesplats Grödinge;34;60;46;26;0;58;66;44;56;48;46;0;95;88;127;165;158;160;0;1277
01;Stockholms län;28;Salem;8850;Murgrönans foajé (Salems bibliotek);90;115;100;0;0;243;182;170;206;102;0;0;309;335;386;408;236;364;128;3374
01;Stockholms län;36;Haninge;12970;Coop Forum Haninge;137;238;223;160;223;207;246;208;225;283;287;389;321;310;437;502;573;806;566;6341
01;Stockholms län;36;Haninge;12972;ICA Maxi Haninge;175;256;234;222;270;283;440;286;332;372;419;633;489;674;677;807;942;1190;884;9585
01;Stockholms län;36;Haninge;14635;Västerhaninge bibliotek;116;145;122;67;68;143;137;148;159;151;132;122;181;256;275;359;417;405;0;3403
01;Stockholms län;36;Haninge;14636;Jordbro bibliotek;33;28;29;30;14;34;42;43;55;32;35;47;63;69;88;100;129;207;0;1078
01;Stockholms län;36;Haninge;14654;Kulturhuset;80;121;107;45;40;130;113;100;125;136;108;99;201;195;250;271;386;427;301;3235
01;Stockholms län;36;Haninge;14655;Vendelsögården;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;13
01;Stockholms län;36;Haninge;14656;Baldesro Plaza;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;36
01;Stockholms län;36;Haninge;5906;Hagagården;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;29
01;Stockholms län;36;Haninge;5908;Malmgården Dalarö;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;20
01;Stockholms län;36;Haninge;8602;Ica Kvantum Brandbergen;67;107;100;56;69;101;106;112;69;109;100;127;162;147;204;197;255;396;0;2484
01;Stockholms län;36;Haninge;8622;Träffpunkten Djurgårdsplan;17;31;19;15;10;22;17;28;20;18;18;36;34;42;58;58;71;101;0;615
01;Stockholms län;36;Haninge;8625;Trädgårdsmuseet Tungelsta;39;31;25;13;23;28;38;36;40;36;30;59;70;75;77;105;143;175;0;1043
01;Stockholms län;36;Haninge;8626;Träffpunkten Dalarö;29;32;25;10;19;22;35;33;27;30;21;51;60;36;52;62;80;76;0;700
01;Stockholms län;36;Haninge;8627;Ornö Skola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;98
01;Stockholms län;36;Haninge;8628;Utö Hembygdsgård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;134
01;Stockholms län;36;Haninge;8683;Johanneslund;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;30
01;Stockholms län;38;Tyresö;12805;Servicecenter Tyresö kommun;68;102;73;0;0;94;94;87;92;54;0;0;107;142;138;148;152;151;424;1926
01;Stockholms län;38;Tyresö;14542;Ängsgårdens gruppboende;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;7
01;Stockholms län;38;Tyresö;14544;Krusmyntans äldreboende;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;11
01;Stockholms län;38;Tyresö;5911;Björkbackens äldrecentrum;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;81
01;Stockholms län;38;Tyresö;5912;Trollängens äldreboende;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
01;Stockholms län;38;Tyresö;8834;Huvudbiblioteket Tyresö Centrum;231;293;229;183;0;244;280;327;266;278;235;0;506;496;557;619;679;465;0;5888
01;Stockholms län;38;Tyresö;8835;Biblioteket Trollbäcken;80;109;69;76;0;119;83;76;120;71;97;0;215;169;142;274;184;223;0;2107
01;Stockholms län;38;Tyresö;8837;Biblioteket Tyresö Strand;48;27;33;34;0;51;42;37;43;34;67;0;101;66;172;110;122;164;0;1151
01;Stockholms län;39;Upplands-Bro;15036;Upplands-Brogymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;52
01;Stockholms län;39;Upplands-Bro;9836;Dagcentralen Kungsängen;109;168;125;0;103;124;121;122;169;118;0;165;199;217;405;346;467;287;144;3389
01;Stockholms län;39;Upplands-Bro;9837;Dagcentralen Bro;79;53;42;45;0;71;58;72;38;84;49;0;138;180;81;120;151;306;52;1619
01;Stockholms län;40;Nykvarn;9712;Nykvarns bibliotek;79;136;113;57;0;109;114;108;140;102;76;0;200;187;196;338;129;151;0;2235
01;Stockholms län;60;Täby;13837;Kommunhuset;114;100;76;39;86;105;129;69;147;110;65;209;243;299;285;346;364;211;182;3179
01;Stockholms län;60;Täby;5913;Allégården;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;26
01;Stockholms län;60;Täby;5914;Tibblehemmet;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;15
01;Stockholms län;60;Täby;5915;Lyktan;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;45
01;Stockholms län;60;Täby;8945;Hörsalen/huvudbiblioteket;272;278;246;171;171;353;375;302;299;275;223;266;578;616;676;668;670;573;314;7326
01;Stockholms län;60;Täby;8954;Gribbylunds bibliotek;45;49;25;47;0;48;49;50;57;33;44;0;125;87;142;172;113;161;0;1247
01;Stockholms län;60;Täby;8956;Hägernäs centrum;62;42;43;57;0;66;44;49;45;49;50;0;107;108;86;153;130;162;0;1253
01;Stockholms län;60;Täby;8957;Ångarens vårdboende;75;54;45;31;0;0;88;94;57;57;62;0;0;182;141;151;141;142;0;1320
01;Stockholms län;60;Täby;8960;Skarpängs bibliotek;27;33;32;40;0;45;41;45;41;28;64;0;90;102;125;126;103;122;0;1064
01;Stockholms län;60;Täby;8962;Täby kyrkbys bibliotek;37;34;23;52;0;85;56;68;48;43;63;0;108;144;115;161;147;183;0;1367
01;Stockholms län;62;Danderyd;12799;Danderyds sjukhus;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;49
01;Stockholms län;62;Danderyd;12801;Blomsterfonden;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;96
01;Stockholms län;62;Danderyd;12819;Birgittasystrarna;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;27
01;Stockholms län;62;Danderyd;12825;Djursholms bibliotek;97;96;58;58;0;82;68;68;95;71;96;0;187;142;158;186;144;145;0;1751
01;Stockholms län;62;Danderyd;12827;Information Danderyd;196;208;214;94;0;218;221;259;240;248;183;0;439;506;512;569;676;461;289;5533
01;Stockholms län;62;Danderyd;12828;Enebybergs bibliotek;49;47;27;24;0;66;60;55;61;42;58;0;131;133;115;149;101;119;0;1237
01;Stockholms län;62;Danderyd;14786;Annebergsgården;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;33
01;Stockholms län;62;Danderyd;14787;Stocksundgården;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;32
01;Stockholms län;62;Danderyd;14788;Tallgårdens Äldreboende;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;40
01;Stockholms län;62;Danderyd;9663;Stocksunds bibliotek;32;39;23;27;0;30;48;45;29;39;48;0;47;90;112;82;85;95;0;871
01;Stockholms län;63;Sollentuna;12623;Rådans äldreboende;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;11
01;Stockholms län;63;Sollentuna;13964;Gillegården;0;0;0;0;0;37;58;40;51;30;0;0;51;75;46;110;59;0;0;557
01;Stockholms län;63;Sollentuna;13967;Minerva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;11
01;Stockholms län;63;Sollentuna;14891;Edsbergs äldreboende, Ulrikas gård;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;24
01;Stockholms län;63;Sollentuna;14950;Häktet Sollentuna;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;109
01;Stockholms län;63;Sollentuna;15020;Helenelunds centrum;0;0;0;0;0;53;68;68;90;56;0;0;112;158;120;158;131;0;0;1014
01;Stockholms län;63;Sollentuna;5920;Bergkälla;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;17
01;Stockholms län;63;Sollentuna;5921;Norrgården;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;29
01;Stockholms län;63;Sollentuna;5922;Nytorpshemmet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;13
01;Stockholms län;63;Sollentuna;5923;Lenalundsgården;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;9
01;Stockholms län;63;Sollentuna;5925;Ribbings backe;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7
01;Stockholms län;63;Sollentuna;5926;Tors backe;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;39
01;Stockholms län;63;Sollentuna;8907;Stinsens köpcentrum, norra entrén;200;252;196;253;291;251;276;235;264;273;430;616;464;587;641;684;699;1068;0;7680
01;Stockholms län;63;Sollentuna;8911;Edsbergs bibliotek;0;0;0;0;0;142;175;117;121;94;0;0;187;250;208;285;182;0;0;1761
01;Stockholms län;63;Sollentuna;8915;Huvudbiblioteket;247;269;258;131;107;270;227;227;256;295;222;238;385;425;579;600;770;617;793;6916
01;Stockholms län;80;Stockholm;10193;Stora Sköndal, Johannesgården;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
01;Stockholms län;80;Stockholm;10231;Du kan rösta på alla bibliotek;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholms län;80;Stockholm;10979;Europahuset;51;69;53;0;0;72;70;100;88;88;0;0;186;244;246;360;488;0;0;2115
01;Stockholms län;80;Stockholm;10980;KTH Biblioteket;68;69;70;0;0;164;130;154;172;121;81;0;266;358;470;629;801;0;0;3553
01;Stockholms län;80;Stockholm;10982;Frälsningsarmén Söderkåren;144;107;102;115;0;136;105;142;116;108;142;0;180;202;397;390;479;496;0;3361
01;Stockholms län;80;Stockholm;10984;Spårvägsmuseet;68;65;68;83;106;67;97;84;71;77;94;141;130;158;178;199;252;0;0;1938
01;Stockholms län;80;Stockholm;10985;Stadsmuseet;54;76;41;51;49;0;72;53;85;38;90;106;0;121;141;268;227;266;0;1738
01;Stockholms län;80;Stockholm;10991;Kungliga biblioteket;165;179;112;104;0;205;163;157;182;150;156;0;325;459;488;530;667;404;0;4446
01;Stockholms län;80;Stockholm;11323;Josephinahemmet;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;31
01;Stockholms län;80;Stockholm;11325;Fredhällshusen SVPH;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;52
01;Stockholms län;80;Stockholm;11327;Rio V&O / Rio Trygghetsboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;71
01;Stockholms län;80;Stockholm;11328;Kattrumpstullens vård- och omsorgsbo;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;36
01;Stockholms län;80;Stockholm;11329;Löjtnantsgården;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;62
01;Stockholms län;80;Stockholm;11624;Postiljonens vård- och omsorgsboende;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
01;Stockholms län;80;Stockholm;11625;Edsätra äldreboende;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
01;Stockholms län;80;Stockholm;12647;Husby medborgarkontor;21;8;0;0;0;0;15;15;15;0;0;0;33;43;23;19;0;0;0;192
01;Stockholms län;80;Stockholm;13027;Sture bibliotek;44;39;33;67;55;119;102;150;147;87;114;148;250;299;387;460;501;579;0;3581
01;Stockholms län;80;Stockholm;13048;Rinkeby bibliotek;0;0;48;20;36;26;15;0;0;46;39;45;41;54;0;0;358;386;296;1410
01;Stockholms län;80;Stockholm;13595;Riksdagshuset;114;114;100;0;0;113;100;105;111;144;0;0;203;236;272;337;376;332;0;2657
01;Stockholms län;80;Stockholm;13596;Rågsveds servicehus;17;25;31;0;0;27;30;29;29;29;0;0;54;62;57;60;91;0;0;541
01;Stockholms län;80;Stockholm;13598;Lindhagens Handelsplats;151;223;191;238;197;243;236;219;309;312;298;421;434;570;557;771;979;1123;0;7472
01;Stockholms län;80;Stockholm;13601;Globen Shopping;236;310;329;208;221;293;269;296;313;333;300;399;472;640;680;859;1005;997;0;8160
01;Stockholms län;80;Stockholm;13607;Jobbtorg Fokus Unga Kista;10;14;19;0;0;23;23;22;18;10;0;0;36;41;49;31;89;0;0;385
01;Stockholms län;80;Stockholm;13614;Jobbtorg Farsta Centrum;16;19;24;0;0;22;32;25;25;23;0;0;44;63;56;62;100;0;0;511
01;Stockholms län;80;Stockholm;13898;Brahem;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;39
01;Stockholms län;80;Stockholm;13899;Dalahöjdens/Sabbatsbergbyn;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;33
01;Stockholms län;80;Stockholm;13905;Föreningen Blomsterfonden, Östermalm;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;27
01;Stockholms län;80;Stockholm;13906;Hornstulls servicehus/v. -ob.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholms län;80;Stockholm;13936;Nymilens äldreboende;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;16
01;Stockholms län;80;Stockholm;13944;Sjöstadsgårdens vård- och omsorgsbo.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholms län;80;Stockholm;13950;Sätra v.- ob.;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
01;Stockholms län;80;Stockholm;13951;Tussmötegårdens vård- och omsorgsbo.;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
01;Stockholms län;80;Stockholm;14179;Långbrobergs vård-och omsorgsboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholms län;80;Stockholm;14688;Arlanda Express;168;176;207;63;113;198;234;209;252;275;145;234;461;539;640;901;1220;1047;1677;8759
01;Stockholms län;80;Stockholm;14690;Bromma Blocks Galleria;174;228;205;310;390;264;289;255;273;258;481;733;476;679;763;839;929;528;0;8074
01;Stockholms län;80;Stockholm;14691;Brommaplans bibliotek;134;205;127;116;0;189;113;174;182;155;146;0;359;296;512;432;434;490;0;4064
01;Stockholms län;80;Stockholm;14692;Cityterminalen;206;237;228;138;161;212;211;222;229;266;126;247;374;473;534;720;1100;1108;2185;8977
01;Stockholms län;80;Stockholm;14693;Fjärde Bassängvägen, Värtahamnen;20;22;31;0;0;46;43;59;49;35;0;0;80;76;84;125;162;0;0;832
01;Stockholms län;80;Stockholm;14695;Jobbtorg Rosenlundsgatan;47;88;55;0;0;83;59;57;72;78;0;0;103;138;172;221;258;0;0;1431
01;Stockholms län;80;Stockholm;14700;Tullmuseet;58;91;34;0;53;67;60;58;56;65;0;110;109;148;179;153;218;0;0;1459
01;Stockholms län;80;Stockholm;14702;Spånga-Tensta Medborgarkontor;69;160;28;0;0;102;105;120;115;32;66;101;152;153;187;263;64;0;0;1717
01;Stockholms län;80;Stockholm;14703;Liljeholmstorget Galleria;313;416;360;349;387;402;454;422;451;511;522;653;727;914;1049;1181;1195;1169;0;11475
01;Stockholms län;80;Stockholm;14704;Konradsbergshallen;44;39;33;0;0;44;58;39;46;54;0;0;93;82;123;141;0;0;0;796
