lan;län;kom;kommun;lokalid;lokal;2014-08-27;2014-08-28;2014-08-29;2014-08-30;2014-08-31;2014-09-01;2014-09-02;2014-09-03;2014-09-04;2014-09-05;2014-09-06;2014-09-07;2014-09-08;2014-09-09;2014-09-10;2014-09-11;2014-09-12;2014-09-13;2014-09-14;Totalt
04;Södermanlands län;83;Katrineholm;9284;Bibliotek/kulturhuset Ängeln;339;337;385;218;0;420;432;423;380;404;273;0;533;599;693;707;846;664;318;7971
04;Södermanlands län;83;Katrineholm;9298;Nyhemsskolan;0;0;0;0;0;23;29;19;18;27;0;0;19;24;53;34;60;0;0;306
04;Södermanlands län;83;Katrineholm;9300;Valla skola;0;0;0;0;0;0;0;0;0;0;0;0;83;52;71;70;92;0;0;368
04;Södermanlands län;83;Katrineholm;9308;Julita skola;0;0;0;0;0;0;0;0;0;0;0;0;31;25;27;35;20;0;0;138
04;Södermanlands län;83;Katrineholm;9310;Björkviks skola;0;0;0;0;0;0;0;0;0;0;0;0;49;61;38;45;33;0;0;226
04;Södermanlands län;83;Katrineholm;9318;Strandgårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;40
04;Södermanlands län;84;Eskilstuna;10815;Mälarsjukhuset;48;90;91;0;0;115;95;99;107;110;0;0;173;171;177;163;243;0;0;1682
04;Södermanlands län;84;Eskilstuna;11671;Hällbybrunns IF;10;65;22;0;0;51;47;29;108;27;0;0;59;81;71;262;55;0;0;887
04;Södermanlands län;84;Eskilstuna;11881;Rekarnegymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;60
04;Södermanlands län;84;Eskilstuna;11882;Rinmangymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;17
04;Södermanlands län;84;Eskilstuna;11883;St Eskils gymnasium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;28
04;Södermanlands län;84;Eskilstuna;13626;Lagersbergs bibliotek;5;49;0;0;0;53;39;18;35;0;0;0;89;13;46;105;0;0;0;452
04;Södermanlands län;84;Eskilstuna;13629;Skogstorps IF;28;58;0;0;0;57;56;56;61;0;0;0;65;98;81;159;0;0;0;719
04;Södermanlands län;84;Eskilstuna;13634;Måsta Äng;16;20;45;0;0;38;37;33;37;50;0;0;47;62;76;49;46;0;0;556
04;Södermanlands län;84;Eskilstuna;13704;Torshälla finska förening;7;18;11;0;0;15;22;18;12;18;0;0;17;30;29;35;45;0;0;277
04;Södermanlands län;84;Eskilstuna;14353;Mötesplats Fröslunda Fröet;28;114;0;0;0;75;80;53;115;0;0;0;107;109;111;150;0;0;0;942
04;Södermanlands län;84;Eskilstuna;14354;Mötesplats Söder Skogsängen;8;55;0;0;0;64;46;47;46;0;0;0;58;51;72;77;0;0;0;524
04;Södermanlands län;84;Eskilstuna;6126;Hällbyanstalten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;72
04;Södermanlands län;84;Eskilstuna;8273;Stadshuset;138;208;156;102;77;162;191;159;185;206;114;154;206;259;267;361;501;303;721;4470
04;Södermanlands län;84;Eskilstuna;8275;Stadsbiblioteket;109;168;183;135;0;205;191;222;227;237;176;0;307;418;485;480;631;445;0;4619
04;Södermanlands län;84;Eskilstuna;8276;Mötesplats Nyfors Underhund;41;60;0;0;0;63;65;52;68;0;0;0;83;109;101;148;0;0;0;790
04;Södermanlands län;84;Eskilstuna;8277;Mälardalens Högskola;11;15;15;0;0;19;27;30;25;34;0;0;34;56;93;85;125;0;0;569
04;Södermanlands län;84;Eskilstuna;8281;Torshälla medborgarkontor;68;83;90;0;0;101;154;131;111;106;143;101;177;221;193;223;243;130;0;2275
04;Södermanlands län;84;Eskilstuna;8283;Årby bibliotek;37;78;0;0;0;70;52;43;41;0;0;0;78;82;62;102;0;0;0;645
04;Södermanlands län;84;Eskilstuna;8284;Mötesplats Kjula Tallgläntan;15;0;21;0;0;0;27;35;0;22;0;0;0;32;65;0;35;0;0;252
04;Södermanlands län;84;Eskilstuna;8712;Oxen;21;23;30;0;0;25;21;31;30;38;0;0;56;68;42;46;77;0;0;508
04;Södermanlands län;84;Eskilstuna;8713;Mötesplats Skiftinge Palatzet;32;48;0;0;0;60;37;40;73;0;98;0;102;64;79;86;0;0;0;719
04;Södermanlands län;84;Eskilstuna;8715;ICA Bron Kvicksund;12;13;17;15;10;17;14;36;10;25;18;40;48;51;72;71;101;0;0;570
04;Södermanlands län;84;Eskilstuna;8716;Mötesplats Alberga;14;9;11;0;0;26;8;34;11;25;0;0;65;16;64;31;48;0;0;362
04;Södermanlands län;84;Eskilstuna;8717;Coop Nära Ärla;11;21;12;19;18;19;23;29;27;17;33;34;30;48;59;60;81;0;0;541
04;Södermanlands län;86;Strängnäs;13621;Campus Thomasgymnasiet;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;3;10;0;0;16
04;Södermanlands län;86;Strängnäs;13694;Europaskolan;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;8;7;0;0;17
04;Södermanlands län;86;Strängnäs;6132;Kristinagården;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;27
04;Södermanlands län;86;Strängnäs;6133;Isabellagården, sjukhem;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;36
04;Södermanlands län;86;Strängnäs;6134;Mariagården;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;20
04;Södermanlands län;86;Strängnäs;6135;Thomasgården;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;28
04;Södermanlands län;86;Strängnäs;6136;Sictoniagården;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;15
04;Södermanlands län;86;Strängnäs;6137;Riagården;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;19
04;Södermanlands län;86;Strängnäs;6138;Mariefredsanstalten;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;26
04;Södermanlands län;86;Strängnäs;6139;Solvändan, sjukhem;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;10
04;Södermanlands län;86;Strängnäs;6140;Hammargården/Nypongården;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;25
04;Södermanlands län;86;Strängnäs;8695;Medborgarkontoret Stallarholmen;10;20;32;12;0;44;46;31;31;25;46;0;72;129;95;100;118;57;0;868
04;Södermanlands län;86;Strängnäs;8696;Medborgarkontoret Mariefred;78;71;82;39;0;64;70;78;70;78;75;0;125;133;164;178;209;145;0;1659
04;Södermanlands län;86;Strängnäs;8697;Medborgarkontoret Åker;20;38;14;11;0;57;29;35;28;24;16;0;94;70;77;62;66;55;0;696
04;Södermanlands län;86;Strängnäs;8698;Kommunhuset;151;311;205;135;0;292;250;265;340;295;211;0;459;475;474;674;658;412;117;5724
04;Södermanlands län;88;Trosa;13999;Ängsgården;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7
04;Södermanlands län;88;Trosa;14235;Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;58
04;Södermanlands län;88;Trosa;6141;Trosagården;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;45
04;Södermanlands län;88;Trosa;6143;Häradsgården;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;18
04;Södermanlands län;88;Trosa;9688;Trosa stadsbibliotek;132;141;149;65;0;107;123;129;143;128;105;94;118;297;248;285;288;219;0;2771
04;Södermanlands län;88;Trosa;9689;Vagnhärads bibliotek;85;44;52;0;65;39;48;105;57;73;37;0;105;94;190;93;123;123;0;1333
05;Östergötlands län;09;Ödeshög;14352;Ödeshögs bibliotek;30;65;57;0;0;75;76;69;103;77;44;0;145;134;141;167;159;124;61;1527
05;Östergötlands län;09;Ödeshög;6144;Solgårdens äldrecentrum;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;22
05;Östergötlands län;12;Ydre;6146;Solängen Österbymo;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;18
05;Östergötlands län;12;Ydre;9427;Kommunkontoret i Österbymo;13;31;29;20;0;17;44;31;31;44;25;0;66;60;60;63;102;26;14;676
05;Östergötlands län;13;Kinda;12609;Biblioteket, Horn;10;23;0;0;0;0;45;17;34;0;0;0;0;83;28;58;0;27;0;325
05;Östergötlands län;13;Kinda;8633;Biblioteket, Rimforsa;27;0;46;0;0;42;0;87;0;98;0;0;84;0;162;0;183;82;0;811
05;Östergötlands län;13;Kinda;8634;Medborgarkontoret;56;48;77;19;0;72;69;94;89;104;36;0;151;148;167;210;244;157;0;1741
05;Östergötlands län;60;Boxholm;6152;Servicehuset Bjursdalen;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;50
05;Östergötlands län;60;Boxholm;9417;Biblioteket;29;72;45;16;15;61;88;60;92;74;30;29;157;136;110;185;146;89;35;1469
05;Östergötlands län;61;Åtvidaberg;6153;Östergården, Rosengården, Björkbacke;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;40
05;Östergötlands län;61;Åtvidaberg;6155;Koppargården;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;11
05;Östergötlands län;61;Åtvidaberg;9455;Nya kommunhuset;86;108;129;40;52;127;150;134;179;212;63;64;247;290;306;312;395;135;99;3128
05;Östergötlands län;62;Finspång;10098;Hällestadgården;0;0;0;0;0;0;0;0;0;0;0;0;66;34;116;22;87;51;0;376
05;Östergötlands län;62;Finspång;14036;Medley Arena Grosvad;79;103;70;0;0;230;147;185;145;156;90;98;281;315;324;360;453;165;0;3201
05;Östergötlands län;62;Finspång;9752;Berggården;0;0;0;0;0;0;0;0;0;0;0;0;68;32;79;32;71;16;0;298
05;Östergötlands län;62;Finspång;9753;Kommunhuset;59;61;53;0;0;103;88;78;110;82;0;0;120;105;125;130;152;0;93;1359
05;Östergötlands län;63;Valdemarsvik;10289;Långrådna Bygdegård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;72
05;Östergötlands län;63;Valdemarsvik;10715;Kommunhuset Strömsvik;51;75;47;0;0;73;72;70;89;51;0;0;168;128;208;184;79;84;34;1413
05;Östergötlands län;63;Valdemarsvik;6164;Vammarhöjden Geria;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;22
05;Östergötlands län;63;Valdemarsvik;6165;Karbasen;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24
05;Östergötlands län;63;Valdemarsvik;6166;Gusums äldreboende;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4
05;Östergötlands län;63;Valdemarsvik;6167;Åldersro;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;8
05;Östergötlands län;63;Valdemarsvik;6168;Ringgården;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;7
05;Östergötlands län;63;Valdemarsvik;9930;Matöppet Ringarum;6;15;3;8;0;12;22;19;18;19;7;0;34;30;40;36;14;0;0;283
05;Östergötlands län;63;Valdemarsvik;9934;ICA Birgersson Gusums Elservice;16;35;16;12;0;30;33;27;37;44;25;30;51;67;50;55;23;0;0;551
05;Östergötlands län;80;Linköping;12794;Östergötlands museum;66;64;33;38;0;74;87;85;85;62;51;91;87;236;201;349;170;190;52;2021
05;Östergötlands län;80;Linköping;14019;Passagen;149;139;110;106;128;0;170;184;178;152;149;184;0;269;412;477;424;477;147;3855
05;Östergötlands län;80;Linköping;14085;Linköpings Universitet;0;0;0;0;0;0;0;0;0;0;0;0;120;300;562;0;0;0;0;982
05;Östergötlands län;80;Linköping;14086;Bokbussen;21;0;4;0;0;12;6;21;16;6;0;0;15;1;32;21;20;41;0;216
05;Östergötlands län;80;Linköping;14193;Åleryd;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;37
05;Östergötlands län;80;Linköping;14808;Aspen hemtjänst;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;15
05;Östergötlands län;80;Linköping;14809;Solrosens servicehus;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;36
05;Östergötlands län;80;Linköping;14810;Kärna vårdby;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;10
05;Östergötlands län;80;Linköping;15049;Kanalgården;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9
05;Östergötlands län;80;Linköping;15053;Stiglötsgatans äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4
05;Östergötlands län;80;Linköping;6169;Hagalunds Sjukhem;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;12
05;Östergötlands län;80;Linköping;6172;Universitetssjukhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;0;0;0;163
05;Östergötlands län;80;Linköping;8640;Stadsbiblioteket;239;239;238;167;0;378;376;345;310;379;370;459;744;845;914;1160;1382;1061;877;10483
05;Östergötlands län;80;Linköping;8641;Kyrkans hus;33;17;16;0;0;0;82;40;38;28;0;0;75;93;116;102;92;0;0;732
05;Östergötlands län;80;Linköping;8642;Johannelunds bibliotek;72;89;77;0;0;121;113;108;127;98;0;0;196;177;270;288;356;0;0;2092
05;Östergötlands län;80;Linköping;8643;Lambohovs bibliotek;58;53;62;65;0;97;74;83;79;96;88;0;132;179;219;266;330;258;0;2139
05;Östergötlands län;80;Linköping;8646;Linghems bibliotek;29;0;42;0;0;95;41;72;0;69;0;0;166;102;199;0;167;0;0;982
05;Östergötlands län;80;Linköping;8648;Ljungsbro bibliotek;78;72;56;0;0;129;97;91;105;151;0;0;191;216;218;230;318;0;0;1952
05;Östergötlands län;80;Linköping;8649;Malmslätts bibliotek;47;59;57;0;0;79;101;95;72;103;0;0;152;180;187;156;238;0;0;1526
05;Östergötlands län;80;Linköping;8650;Ryds bibliotek;43;0;78;0;129;69;0;80;0;91;0;0;157;0;208;0;456;0;0;1311
05;Östergötlands län;80;Linköping;8651;Skäggetorps bibliotek;124;138;146;67;0;120;127;118;104;116;58;0;183;212;188;203;314;226;0;2444
05;Östergötlands län;80;Linköping;8653;Sturefors bibliotek;8;0;21;0;0;64;0;35;0;24;0;0;94;0;68;0;79;0;0;393
05;Östergötlands län;80;Linköping;8655;Berga församlingsgård;104;122;102;0;0;115;126;113;112;118;0;0;205;187;219;241;286;0;0;2050
05;Östergötlands län;80;Linköping;8658;Ekholmens bibliotek;151;187;171;134;0;283;232;259;248;252;248;0;363;443;535;446;524;481;0;4957
05;Östergötlands län;81;Norrköping;13539;Coop Forum;72;64;88;74;53;89;88;102;125;106;111;120;136;152;189;217;272;310;0;2368
05;Östergötlands län;81;Norrköping;13540;Lindens Köpcentrum;162;139;140;108;108;160;173;176;202;182;228;230;241;391;477;531;714;637;0;4999
05;Östergötlands län;81;Norrköping;14335;Mirum Galleria nedre plan;145;140;163;131;98;154;165;188;138;217;135;212;228;298;390;367;485;486;0;4140
05;Östergötlands län;81;Norrköping;6178;Häktet Norrköping;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;18
05;Östergötlands län;81;Norrköping;6187;Kriminalvårdsanstalten Skenäs;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;20
05;Östergötlands län;81;Norrköping;9076;Rosen;40;49;39;0;0;37;92;80;50;60;0;0;102;108;145;147;212;0;177;1338
05;Östergötlands län;81;Norrköping;9080;Arbetets Museum, Strykjärnet;42;45;59;64;67;59;96;66;61;64;68;123;77;162;190;250;304;320;0;2117
05;Östergötlands län;81;Norrköping;9081;Stadsbiblioteket;269;314;243;107;0;288;292;286;274;268;199;0;422;489;556;635;694;531;773;6640
05;Östergötlands län;81;Norrköping;9082;Eneby bibliotek;76;72;70;0;0;128;136;87;74;76;0;0;177;197;213;145;194;0;0;1645
05;Östergötlands län;81;Norrköping;9083;Mirum Galleria övre plan;168;194;197;150;156;187;252;252;240;209;155;261;225;299;360;380;495;578;0;4758
05;Östergötlands län;81;Norrköping;9084;Ingelsta Shopping;136;219;171;192;169;231;373;239;333;346;315;427;404;592;545;625;888;961;0;7166
05;Östergötlands län;81;Norrköping;9085;Vilbergens bibliotek;134;162;89;0;0;180;161;200;174;124;0;0;230;188;361;357;251;0;0;2611
05;Östergötlands län;81;Norrköping;9087;Åbyknuten;55;57;88;0;0;81;75;73;62;81;0;0;92;109;132;160;220;0;0;1285
05;Östergötlands län;81;Norrköping;9088;Träffpunkt Valhalla;45;51;47;0;0;33;57;54;50;48;0;0;72;83;89;88;97;0;0;814
05;Östergötlands län;81;Norrköping;9089;Östra Husby bibliotek;20;37;20;0;0;27;43;31;62;31;0;0;50;81;86;134;134;0;0;756
05;Östergötlands län;81;Norrköping;9090;Ica Skärblacka;47;70;52;0;0;111;110;97;100;98;0;0;126;176;152;182;257;0;0;1578
05;Östergötlands län;81;Norrköping;9769;Anstalten Kolmården;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;43
05;Östergötlands län;82;Söderköping;11905;Infokontoret Stinsen;167;187;158;62;57;196;195;232;214;221;119;125;269;379;472;367;470;270;0;4160
05;Östergötlands län;82;Söderköping;12522;Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;61
05;Östergötlands län;82;Söderköping;14023;Mogata bibliotek;0;0;0;0;0;0;0;27;0;0;0;0;0;0;32;0;0;0;0;59
05;Östergötlands län;82;Söderköping;14029;Östra Ryd bibliotek;0;0;0;0;0;0;18;0;0;0;0;0;0;38;0;0;0;0;0;56
05;Östergötlands län;82;Söderköping;14031;Nyströmska skolan;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;7
05;Östergötlands län;82;Söderköping;6196;Stenbrinken;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;12
05;Östergötlands län;82;Söderköping;6197;Aspgården;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;15
05;Östergötlands län;82;Söderköping;6198;Birkagården;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4
05;Östergötlands län;82;Söderköping;6199;Blå Porten;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;16
05;Östergötlands län;82;Söderköping;6200;Tallgården och Gläntan;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;6
05;Östergötlands län;82;Söderköping;6201;Dalgården;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7
05;Östergötlands län;83;Motala;10555;Maxi-huset Bråstorp;0;0;0;0;0;205;284;258;244;334;0;0;439;480;468;492;654;0;0;3858
05;Östergötlands län;83;Motala;8016;Motala Bibliotek;97;223;189;144;0;249;258;219;237;214;160;0;363;321;448;462;451;472;0;4507
05;Östergötlands län;83;Motala;8017;Borensbergs Bibliotek;0;0;0;0;0;83;119;47;123;66;0;0;89;233;104;228;154;0;0;1246
05;Östergötlands län;83;Motala;8018;Kommunhuset;0;0;0;0;119;58;83;58;51;62;0;334;81;95;93;100;152;0;177;1463
05;Östergötlands län;83;Motala;8020;Tjällmo Handel;3;6;12;3;2;10;7;26;15;21;5;3;14;39;34;16;90;0;0;306
05;Östergötlands län;84;Vadstena;13037;Kommunhuset;44;40;42;0;0;72;55;43;66;58;0;0;113;119;117;137;184;0;34;1124
05;Östergötlands län;84;Vadstena;13839;Biblioteket i Borghamn;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;32;0;0;0;71
05;Östergötlands län;84;Vadstena;6211;Rättspsykiatriska enheten;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;18
05;Östergötlands län;84;Vadstena;6213;Wasagården;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;25
05;Östergötlands län;84;Vadstena;8582;Biblioteket i Vadstena;0;0;0;0;0;0;0;212;0;0;144;116;0;0;345;0;0;245;0;1062
05;Östergötlands län;86;Mjölby;10373;Kolonigatans äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9
05;Östergötlands län;86;Mjölby;6214;Dackes äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;13
05;Östergötlands län;86;Mjölby;6215;Slomarps äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;19
05;Östergötlands län;86;Mjölby;6216;Kungshöga äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;18
05;Östergötlands län;86;Mjölby;6217;Bokens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;29
05;Östergötlands län;86;Mjölby;6218;Vifolkagårdens servicehus;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;17
05;Östergötlands län;86;Mjölby;6219;Änggårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;12
05;Östergötlands län;86;Mjölby;6220;Kriminalvårdsanstalten;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;131
05;Östergötlands län;86;Mjölby;6221;Folkungagårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7
05;Östergötlands län;86;Mjölby;9581;Skänninge Bilbliotek;23;54;37;0;0;80;42;40;71;19;0;0;97;62;70;150;89;0;0;834
05;Östergötlands län;86;Mjölby;9582;ICA Nära Marcus Väderstad;5;6;17;9;0;12;15;13;18;19;12;0;40;28;29;36;48;0;0;307
05;Östergötlands län;86;Mjölby;9587;Stadshuset i Mjölby;63;116;121;0;0;145;150;173;138;186;0;0;350;313;373;391;398;227;127;3271
05;Östergötlands län;86;Mjölby;9598;Gulf Mantorp;29;58;48;36;37;50;53;62;61;81;50;106;140;162;169;167;258;0;0;1567
06;Jönköpings län;04;Aneby;9724;Kommunhuset, Aneby;37;38;62;25;26;65;71;96;81;115;52;70;152;188;176;209;258;208;111;2040
06;Jönköpings län;17;Gnosjö;13422;Nissafors skola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;188
06;Jönköpings län;17;Gnosjö;6222;Rosendals servicehus;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;25
06;Jönköpings län;17;Gnosjö;6223;Bäckgårdens vårdbostäder;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5
06;Jönköpings län;17;Gnosjö;6224;Hamngårdens Vårdbostäder;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3
06;Jönköpings län;17;Gnosjö;7913;Eivinds Allbutik;13;20;25;10;12;12;38;46;30;45;30;34;72;86;103;96;129;80;67;948
06;Jönköpings län;17;Gnosjö;8899;Gnosjö Bibliotek;33;34;35;27;0;54;78;84;52;76;40;0;128;161;169;215;231;110;0;1527
06;Jönköpings län;42;Mullsjö;10283;Infocenter/Biblioteket;39;33;43;0;0;37;34;36;40;51;0;0;90;91;94;89;77;0;0;754
06;Jönköpings län;42;Mullsjö;14089;Björkgården;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;18
06;Jönköpings län;42;Mullsjö;14155;Gunnarsbosalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26
06;Jönköpings län;42;Mullsjö;6225;Servicehuset Margaretas Park;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;64
06;Jönköpings län;42;Mullsjö;9117;ICA Supermarket;0;0;0;0;0;0;0;0;126;79;56;0;0;0;0;288;222;120;0;891
06;Jönköpings län;42;Mullsjö;9118;Träffpunkten;23;0;0;0;0;0;0;47;0;0;0;0;0;0;72;0;0;0;0;142
06;Jönköpings län;43;Habo;13669;Brandstorps förskola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;118
06;Jönköpings län;43;Habo;13670;Furusjö Allianskyrka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;159
06;Jönköpings län;43;Habo;9630;Habo bibliotek;71;126;71;0;0;139;107;107;194;103;0;0;214;215;212;422;284;201;49;2515
06;Jönköpings län;62;Gislaved;12682;Gislaveds gymnasium;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;19;0;0;0;51
06;Jönköpings län;62;Gislaved;13395;Motorsportgymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9
06;Jönköpings län;62;Gislaved;13396;Stora Segerstad Naturbruksgymnasium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10
06;Jönköpings län;62;Gislaved;13397;Gislows dagcentral;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;28
06;Jönköpings län;62;Gislaved;13426;Anderstorps Bibliotek;21;35;46;18;0;44;65;50;70;76;35;0;144;149;170;189;183;49;0;1344
06;Jönköpings län;62;Gislaved;14434;Arenum;0;0;0;0;0;0;0;0;0;0;0;0;4;12;2;13;14;0;0;45
06;Jönköpings län;62;Gislaved;6228;Hestragården;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;21
06;Jönköpings län;62;Gislaved;6231;Vitsippan;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;28
06;Jönköpings län;62;Gislaved;6232;Östergården;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8
06;Jönköpings län;62;Gislaved;6233;Klockaregården;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;34
06;Jönköpings län;62;Gislaved;6234;Solbacka;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;38
06;Jönköpings län;62;Gislaved;6235;Lugnet;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;24
06;Jönköpings län;62;Gislaved;6236;Ekbacken;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;25
06;Jönköpings län;62;Gislaved;6237;Hagagården;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;11
06;Jönköpings län;62;Gislaved;6238;Mariagården;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;15
06;Jönköpings län;62;Gislaved;9023;Turistbyrån Tummetotten;50;102;78;24;0;129;159;130;120;131;75;0;219;226;240;274;411;207;177;2752
06;Jönköpings län;62;Gislaved;9426;AB Hestra Radio & Sport (Preem);11;19;9;9;0;14;18;20;19;25;27;0;37;46;53;68;80;45;0;500
06;Jönköpings län;62;Gislaved;9430;Torghuset Smålandsstenar;36;50;70;16;0;64;86;75;99;112;22;0;165;162;195;213;253;73;0;1691
06;Jönköpings län;62;Gislaved;9431;Burseryds Lantmän;3;11;11;11;0;29;20;22;17;38;15;0;37;53;35;61;65;40;0;468
06;Jönköpings län;62;Gislaved;9432;Reftele Lantmannaförening;7;12;13;3;0;20;35;27;39;49;13;0;60;59;95;77;79;17;0;605
06;Jönköpings län;65;Vaggeryd;8563;Vaggeryds bibliotek, Fenix;34;62;54;0;0;78;75;78;56;86;0;0;161;209;203;142;194;106;0;1538
06;Jönköpings län;65;Vaggeryd;8564;Biblioteket, Skillingehus;34;35;65;0;0;59;48;99;115;116;0;0;97;89;206;186;225;68;63;1505
06;Jönköpings län;65;Vaggeryd;9433;Särskild röstmottagning i Bondstorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
