LÄNSKOD;LÄN;KOMMUNKOD;KOMMUN;LOKALID;LOKAL;2022-08-24 00:00:00;2022-08-25 00:00:00;2022-08-26 00:00:00;2022-08-27 00:00:00;2022-08-28 00:00:00;2022-08-29 00:00:00;2022-08-30 00:00:00;2022-08-31 00:00:00;2022-09-01 00:00:00;2022-09-02 00:00:00;2022-09-03 00:00:00;2022-09-04 00:00:00;2022-09-05 00:00:00;2022-09-06 00:00:00;2022-09-07 00:00:00;2022-09-08 00:00:00;2022-09-09 00:00:00;2022-09-10 00:00:00;2022-09-11 00:00:00;TOTAL
05;Östergötlands län;13;Kinda;100007781;Biblioteket, Rimforsa;69;0;63;26;0;77;0;106;0;100;74;0;141;0;273;0;224;146;0;1299
05;Östergötlands län;13;Kinda;100032563;Biblioteket, Kisa;45;83;58;0;20;113;80;81;121;109;0;42;177;125;175;302;204;0;0;1735
05;Östergötlands län;60;Boxholm;100007782;Biblioteket;53;83;75;21;10;112;121;83;138;109;32;55;76;180;136;230;187;110;66;1877
05;Östergötlands län;60;Boxholm;100007783;Trivselhuset Bjursdalen;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
05;Östergötlands län;61;Åtvidaberg;100007784;Särskilt boende i Åtvidaberg;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;33
05;Östergötlands län;61;Åtvidaberg;100007785;Åtvidabergs bibliotek;100;172;143;53;60;196;174;214;193;194;112;143;270;403;313;0;398;242;0;3380
05;Östergötlands län;61;Åtvidaberg;100025242;Receptionen på Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;49;436
05;Östergötlands län;61;Åtvidaberg;100036105;Träffpunkten Björsäter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;299
05;Östergötlands län;61;Åtvidaberg;100036395;Kvarnvik-Hannäs Bygdegård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;184
05;Östergötlands län;61;Åtvidaberg;100036398;MariNettes Mat & Café;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;137
05;Östergötlands län;62;Finspång;100007787;Hällestadgården;0;0;0;0;0;0;0;0;0;0;0;0;108;64;90;34;37;44;0;377
05;Östergötlands län;62;Finspång;100007788;Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;99
05;Östergötlands län;62;Finspång;100007789;Rejmyre Folkets Hus;0;0;0;0;0;0;0;0;0;0;0;0;100;86;89;31;31;0;0;337
05;Östergötlands län;62;Finspång;100007790;Medley Arena Grosvad;97;92;58;0;0;105;150;123;119;97;0;0;197;226;253;263;242;0;0;2022
05;Östergötlands län;62;Finspång;100041090;Kulturhuset, Galaxen;153;154;158;61;67;203;219;188;190;164;75;119;259;250;345;378;451;252;0;3686
05;Östergötlands län;63;Valdemarsvik;100007791;Långrådna Bygdegård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;52
05;Östergötlands län;63;Valdemarsvik;100007792;Gusums Folket Hus;16;20;8;12;0;14;29;29;32;26;30;0;25;36;21;67;49;70;0;484
05;Östergötlands län;63;Valdemarsvik;100007793;Ringarums skola - gymnastiksal;1;9;10;0;0;26;10;18;14;18;0;0;60;29;39;36;29;0;0;299
05;Östergötlands län;63;Valdemarsvik;100007794;Valdemarsviks Folkets Hus;99;103;92;37;50;132;119;131;122;123;70;88;180;168;202;167;201;133;73;2290
05;Östergötlands län;80;Linköping;100007795;Nya Munken Johannelund;69;67;45;0;0;85;90;74;88;80;0;0;170;187;184;203;145;0;0;1487
05;Östergötlands län;80;Linköping;100007796;Linköpings universitet;63;55;74;0;0;91;104;111;116;131;0;0;229;333;394;420;445;0;0;2566
05;Östergötlands län;80;Linköping;100007797;Linghems vårdboende;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;18
05;Östergötlands län;80;Linköping;100007798;Stureforshallens foajé;36;32;27;25;0;33;36;35;53;41;47;0;92;88;91;116;103;0;0;855
05;Östergötlands län;80;Linköping;100007799;Skräddaregårdens vårdboende;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
05;Östergötlands län;80;Linköping;100007801;Torparegatans servicehus;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;16
05;Östergötlands län;80;Linköping;100007802;Trägårns servicehus;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
05;Östergötlands län;80;Linköping;100007803;Valla Park vårdboende;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
05;Östergötlands län;80;Linköping;100007804;Östgötagatans servicehus;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;21
05;Östergötlands län;80;Linköping;100007805;Malmslätts bibliotek;85;0;97;0;0;234;0;196;0;112;0;0;365;0;253;0;151;0;0;1493
05;Östergötlands län;80;Linköping;100007807;Åkerbogården Linghem;0;71;58;66;0;145;105;0;116;85;117;0;199;226;0;224;231;291;0;1934
05;Östergötlands län;80;Linköping;100007808;Agora Skäggetorp;74;55;30;28;0;65;42;59;49;60;51;0;164;117;188;178;250;235;0;1645
05;Östergötlands län;80;Linköping;100007809;UngPuls Berga (Fd. Daggkåpeskolan);53;39;60;31;0;48;79;78;74;85;70;0;141;149;162;192;265;181;0;1707
05;Östergötlands län;80;Linköping;100007811;Ekholmens centrum;259;295;257;141;152;364;385;357;371;323;256;319;562;577;724;732;772;536;0;7382
05;Östergötlands län;80;Linköping;100007813;Landeryds vårdboende;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;25
05;Östergötlands län;80;Linköping;100007814;Nykils servicehus o Ekero vårdboende;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
05;Östergötlands län;80;Linköping;100007815;Universitetssjukhuset;0;0;0;0;0;0;0;0;0;0;0;0;56;82;142;192;255;0;0;727
05;Östergötlands län;80;Linköping;100007816;Bantorgets vårdboende;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
05;Östergötlands län;80;Linköping;100007818;Duvans vårdboende;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
05;Östergötlands län;80;Linköping;100007819;Ekollongatans vårdboende;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;17
05;Östergötlands län;80;Linköping;100007821;Kanalgården;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;13
05;Östergötlands län;80;Linköping;100007822;Kvarnbackens vårdboende;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
05;Östergötlands län;80;Linköping;100007823;Huvudbiblioteket;380;404;355;232;144;474;446;523;82;515;456;374;856;888;972;1044;1166;695;987;10993
05;Östergötlands län;80;Linköping;100007824;Åleryds vårdboende;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
05;Östergötlands län;80;Linköping;100007825;Änggårdsskolans gymnastiksal;0;0;0;105;68;0;0;0;0;0;218;266;0;0;0;0;0;433;0;1090
05;Östergötlands län;80;Linköping;100007826;Ljungsbro bibliotek;93;0;134;0;0;225;129;217;0;234;0;0;310;221;360;0;364;0;0;2287
05;Östergötlands län;80;Linköping;100007827;Hagalunds Vårdboende;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
05;Östergötlands län;80;Linköping;100074432;Harvestadsskolans matsal;0;0;0;38;38;0;0;0;0;0;74;183;0;0;0;0;0;258;0;591
05;Östergötlands län;80;Linköping;100074471;Konsert och Kongress;77;78;74;0;0;93;93;88;83;112;0;0;160;202;245;310;362;0;0;1977
05;Östergötlands län;80;Linköping;100079740;Arbis;135;148;91;94;57;158;133;155;134;132;136;201;295;355;470;544;562;513;0;4313
05;Östergötlands län;80;Linköping;100079993;Skylten;24;21;30;0;0;0;35;44;41;32;0;0;0;102;142;225;241;0;0;937
05;Östergötlands län;80;Linköping;100080143;UngPuls Ryd;53;56;41;23;0;70;75;49;52;56;52;0;105;139;189;266;371;333;0;1930
05;Östergötlands län;80;Linköping;100080160;Vikingstad skolas gymnastiksal;0;0;0;83;106;0;0;0;0;0;162;324;0;0;0;0;0;367;0;1042
05;Östergötlands län;80;Linköping;100082457;Ekbackens vårdboende;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;25
05;Östergötlands län;80;Linköping;100082461;Vallastadens vårdboende;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;25
05;Östergötlands län;81;Norrköping;100007828;Trumpetaregatan 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
05;Östergötlands län;81;Norrköping;100007829;Sandbyhovsgatan 4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
05;Östergötlands län;81;Norrköping;100007830;Anstalten Kolmården;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
05;Östergötlands län;81;Norrköping;100007831;Stadsbiblioteket;187;272;190;143;0;289;258;285;270;274;169;156;428;474;553;573;649;401;566;6137
05;Östergötlands län;81;Norrköping;100007832;Förvaltningshuset Rosen;88;76;63;0;0;70;134;127;156;126;0;0;160;140;191;195;294;0;194;2014
05;Östergötlands län;81;Norrköping;100007833;Häktet Norrköping;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
05;Östergötlands län;81;Norrköping;100007834;Kriminalvårdsanstalten Skenäs;0;0;63;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;74
05;Östergötlands län;81;Norrköping;100007835;Linden Köpcentrum;133;178;122;106;69;194;173;188;219;208;218;178;282;374;412;491;644;659;0;4848
05;Östergötlands län;81;Norrköping;100007836;Arbetets Museum, Strykjärnet;78;86;87;86;47;90;94;101;94;148;109;186;168;203;208;283;396;491;0;2955
05;Östergötlands län;81;Norrköping;100007837;Mirum Galleria nedre plan;172;240;216;174;144;280;257;388;352;300;282;386;406;463;595;609;722;601;0;6587
05;Östergötlands län;81;Norrköping;100007840;Träffpunkt Valhallavägen 1C;58;76;67;0;0;68;85;88;92;136;0;0;139;131;139;146;297;0;0;1522
05;Östergötlands län;81;Norrköping;100007842;Skärblacka bibliotek;38;58;108;0;0;98;152;136;98;103;0;0;143;220;206;138;196;0;0;1694
05;Östergötlands län;81;Norrköping;100007844;Vilbergens bibliotek;149;109;141;0;0;119;270;231;155;195;0;0;163;376;362;386;262;0;0;2918
05;Östergötlands län;81;Norrköping;100042556;Enebyskolan;0;0;0;310;224;0;0;0;0;0;506;554;0;0;0;0;0;645;0;2239
05;Östergötlands län;81;Norrköping;100042565;Träffpunkten Bygdevägen 15;0;0;66;0;0;54;104;69;37;105;50;0;89;93;126;76;163;0;0;1032
05;Östergötlands län;81;Norrköping;100043091;Mirum Galleria Plan 2;56;178;105;105;165;212;186;219;206;222;198;266;308;345;440;490;649;656;475;5481
05;Östergötlands län;81;Norrköping;100044555;Gamla Övägen 27;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;14
05;Östergötlands län;81;Norrköping;100044572;Kalkstensgatan 5;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;28
05;Östergötlands län;81;Norrköping;100044649;Louis De Geer Konsert & Kongress;22;12;9;0;0;0;27;0;0;0;0;0;0;40;46;55;67;0;0;278
05;Östergötlands län;81;Norrköping;100044657;Svärtingehus skola;0;0;0;66;79;0;0;0;0;0;167;212;0;0;0;0;0;404;0;928
05;Östergötlands län;81;Norrköping;100044773;Träffpunkten Nyköpingsvägen 28;76;106;91;0;0;150;157;153;131;165;0;0;296;246;269;275;325;144;306;2890
05;Östergötlands län;81;Norrköping;100047827;Östgötatrafikens kundcenter;16;30;20;15;6;43;37;31;34;42;21;24;80;148;151;186;228;98;0;1210
05;Östergötlands län;82;Söderköping;100007847;Stadsbiblioteket Stinsen;162;189;156;38;59;235;224;251;275;237;160;156;410;396;482;500;528;404;0;4862
05;Östergötlands län;82;Söderköping;100007848;Östra Ryd bibliotek;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;41;0;0;0;112
05;Östergötlands län;82;Söderköping;100007849;Mogata skola;0;0;0;0;0;0;23;0;28;0;0;0;0;0;0;0;0;0;0;51
05;Östergötlands län;82;Söderköping;100007850;Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;79
05;Östergötlands län;82;Söderköping;100007851;Dalgården;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;11
05;Östergötlands län;82;Söderköping;100007852;Tallgården och Gläntan;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;12
05;Östergötlands län;82;Söderköping;100007854;Aspgården;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7
05;Östergötlands län;82;Söderköping;100007855;Birkagården;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;12
05;Östergötlands län;83;Motala;100007856;Charlottenborg;0;0;0;0;0;0;0;0;0;0;0;0;56;30;0;0;0;0;0;86
05;Östergötlands län;83;Motala;100007857;Solbacken;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9
05;Östergötlands län;83;Motala;100007858;Husbygården;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5
05;Östergötlands län;83;Motala;100007859;Väster;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
05;Östergötlands län;83;Motala;100007860;Strömsborg;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;35
05;Östergötlands län;83;Motala;100007861;Strandvägens Äldreboende;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;31
05;Östergötlands län;83;Motala;100007862;Björktrasten;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9
05;Östergötlands län;83;Motala;100007863;Trygghetsboende Ekön;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;13
05;Östergötlands län;83;Motala;100007864;Kommunhuset;77;61;74;0;87;53;66;76;71;65;0;220;58;72;84;85;100;0;163;1412
05;Östergötlands län;83;Motala;100007865;Fornåsa;0;0;0;0;0;29;29;0;39;0;0;0;0;73;0;67;0;0;0;237
05;Östergötlands län;83;Motala;100007866;Motala Bibliotek;197;284;325;182;0;473;360;326;469;411;328;0;716;672;674;855;863;370;0;7505
05;Östergötlands län;83;Motala;100007867;Vileborg;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9
05;Östergötlands län;83;Motala;100007869;Skogsgården;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5
05;Östergötlands län;83;Motala;100007870;Intresseföreningen Svanen;0;0;0;0;0;0;129;112;152;83;0;0;0;237;121;245;133;0;0;1212
05;Östergötlands län;83;Motala;100007871;Åkervallen;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;20
05;Östergötlands län;83;Motala;100007872;Samuelsbergshemmet;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;7
05;Östergötlands län;83;Motala;100007873;Trygghetsboendet Väster;0;0;0;0;0;0;0;0;0;0;0;17;0;0;31;0;0;0;0;48
05;Östergötlands län;83;Motala;100007874;Dagcentralen G:a Stan;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;35
05;Östergötlands län;83;Motala;100007875;Tjällmo Församlingsstiftelse;0;0;0;0;0;41;0;68;0;0;0;0;62;0;58;0;0;0;0;229
05;Östergötlands län;83;Motala;100034492;Björkbladet;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24
05;Östergötlands län;83;Motala;100034766;Boregatans Trygghetsboende;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
05;Östergötlands län;83;Motala;100034768;Nämndemansgatan;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;13
05;Östergötlands län;83;Motala;100034770;Båtsmansgatan Trygghetsboende;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;12
05;Östergötlands län;83;Motala;100521491;Räddningstjänsten Gymnastikhall;0;0;0;0;0;74;73;45;97;83;0;0;145;163;146;207;201;0;0;1234
05;Östergötlands län;84;Vadstena;100007878;Wasagården;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;31
05;Östergötlands län;84;Vadstena;100007879;Rättspsykiatriska kliniken;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;34
05;Östergötlands län;84;Vadstena;100057900;Vätterngården;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;19
05;Östergötlands län;84;Vadstena;100057946;Godtemplargården;75;107;73;39;42;123;113;156;114;158;67;124;221;230;297;270;280;190;0;2679
05;Östergötlands län;84;Vadstena;100057985;Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;44
05;Östergötlands län;86;Mjölby;100007882;Änggårdens vårdboende;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;14
05;Östergötlands län;86;Mjölby;100007883;Vifolkagårdens vårdboende;0;0;0;0;0;0;0;0;0;0;0;0;38;4;0;5;10;0;0;57
05;Östergötlands län;86;Mjölby;100007884;Bokens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;37
05;Östergötlands län;86;Mjölby;100007885;Slomarps demensboende;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;26
05;Östergötlands län;86;Mjölby;100007886;Sågen samlingslokal;46;51;0;0;59;0;126;0;170;60;0;161;81;118;174;80;129;0;0;1255
05;Östergötlands län;86;Mjölby;100007887;Stadshuset i Mjölby;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;78
05;Östergötlands län;86;Mjölby;100007888;Hatten gemenskapslokal;34;0;79;0;0;81;0;160;0;148;0;0;69;81;66;191;191;0;0;1100
05;Östergötlands län;86;Mjölby;100007889;Kriminalvårdsanstalten;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;138
05;Östergötlands län;86;Mjölby;100007890;Folkungasalen;0;19;0;0;0;63;0;0;33;0;0;0;72;48;35;38;0;0;4;312
05;Östergötlands län;86;Mjölby;100064523;Gallerian;114;158;129;173;0;179;159;149;429;339;215;0;403;410;498;558;580;433;0;4926
05;Östergötlands län;86;Mjölby;100069567;Vårdboende Sankta Ingrids;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;11
05;Östergötlands län;86;Mjölby;100647132;Folkungagården;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7
06;Jönköpings län;04;Aneby;100007891;Aneby bibliotek;71;88;91;33;32;124;90;98;133;107;41;89;142;213;238;272;300;157;173;2492
06;Jönköpings län;17;Gnosjö;100007893;Bäckgårdens vårdbostäder;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
06;Jönköpings län;17;Gnosjö;100007895;Rosendals servicehus;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24
06;Jönköpings län;17;Gnosjö;100007896;Gnosjö Bibliotek;80;86;50;40;0;78;68;87;55;92;67;0;173;206;183;205;270;172;0;1912
06;Jönköpings län;17;Gnosjö;100007897;Hamngårdens Vårdbostäder;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3
06;Jönköpings län;17;Gnosjö;100026409;Hillecenter;25;25;15;11;0;26;31;27;37;30;25;0;75;64;61;89;96;50;0;687
06;Jönköpings län;17;Gnosjö;100026411;Nissafors f d skola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;102
06;Jönköpings län;17;Gnosjö;100026437;Töllstorpshallen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24
06;Jönköpings län;42;Mullsjö;100007898;Träffpunkten;0;36;0;0;0;0;0;0;62;0;0;0;0;0;0;92;0;0;0;190
06;Jönköpings län;42;Mullsjö;100007899;Margaretas Park äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;43
06;Jönköpings län;42;Mullsjö;100007901;Gunnarsbohallen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27
06;Jönköpings län;42;Mullsjö;100045704;Gunnarsbohallens cafeteria;73;109;59;19;50;115;88;77;92;111;65;80;189;175;175;225;247;137;0;2086
06;Jönköpings län;43;Habo;100007902;Habo bibliotek;113;162;103;58;54;127;127;187;172;154;122;152;220;263;348;414;356;346;159;3637
06;Jönköpings län;62;Gislaved;100007903;Anderstorps Bibliotek;27;46;63;12;0;72;68;60;67;94;54;0;134;155;168;163;231;89;0;1503
06;Jönköpings län;62;Gislaved;100007904;Kommunhuset;59;90;79;41;30;108;110;133;134;148;49;76;182;236;246;243;317;214;211;2706
06;Jönköpings län;62;Gislaved;100007905;Mariagården;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;6
06;Jönköpings län;62;Gislaved;100007906;Ekbacken;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;8
06;Jönköpings län;62;Gislaved;100007907;Lugnet;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3
06;Jönköpings län;62;Gislaved;100007908;Solbacka;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;15
06;Jönköpings län;62;Gislaved;100007909;Klockaregården;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;24
06;Jönköpings län;62;Gislaved;100007910;Hestragården;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;11
06;Jönköpings län;62;Gislaved;100007911;Vitsippan;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;11
06;Jönköpings län;62;Gislaved;100007912;Reftele Lantmän;20;26;18;10;0;30;20;27;38;45;26;0;59;88;85;93;106;50;0;741
06;Jönköpings län;62;Gislaved;100007913;Gislows dagcentral;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;11
06;Jönköpings län;62;Gislaved;100007914;AB Hestra Radio & Sport (Preem);14;16;20;12;0;24;22;27;27;35;27;0;46;51;64;57;101;55;0;598
06;Jönköpings län;62;Gislaved;100007915;Gislaveds gymnasium;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;8
06;Jönköpings län;62;Gislaved;100007916;Torghuset Smålandsstenar;50;68;69;18;0;77;104;76;83;82;55;0;181;197;208;233;251;144;0;1896
06;Jönköpings län;62;Gislaved;100007917;Burseryds Lantmän;15;27;19;7;0;18;22;28;29;48;23;0;61;56;70;67;71;46;0;607
06;Jönköpings län;62;Gislaved;100028712;Valdshult församlingsgård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;155
06;Jönköpings län;65;Vaggeryd;100007918;Särskild röstmottagning i Bondstorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
06;Jönköpings län;65;Vaggeryd;100007919;Särskild röstmottagning i Tofteryd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
06;Jönköpings län;65;Vaggeryd;100007920;Särskild röstmottagning i Åker;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
06;Jönköpings län;65;Vaggeryd;100007921;Särskild röstmottagning i Hagshult;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
06;Jönköpings län;65;Vaggeryd;100007922;Folkets hus, Vaggeryd;61;74;71;44;0;90;98;108;121;87;0;159;175;171;193;233;241;242;0;2168
06;Jönköpings län;65;Vaggeryd;100007923;Biblioteket, Skillingehus;52;60;71;0;51;78;72;90;97;125;55;0;139;109;145;192;239;0;117;1692
06;Jönköpings län;80;Jönköping;100007925;Stattutgatans äldreboende;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;31
06;Jönköpings län;80;Jönköping;100007926;Bruksgatans äldreboende;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;21
06;Jönköpings län;80;Jönköping;100007927;Ryhov sjukhusbibliotek;16;42;43;0;0;53;65;69;67;56;0;0;112;124;150;166;204;0;0;1167
06;Jönköpings län;80;Jönköping;100007928;Jönköping University HLK;0;0;0;0;0;85;75;100;85;119;0;0;147;208;247;309;400;0;0;1775
06;Jönköpings län;80;Jönköping;100007930;Rådhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;577
06;Jönköpings län;80;Jönköping;100007931;Solgårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;6
06;Jönköpings län;80;Jönköping;100007932;Tornets äldreboende;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;17
06;Jönköpings län;80;Jönköping;100007934;Dundrets äldreboende;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;7
06;Jönköpings län;80;Jönköping;100007935;Ekåsens seniorboende;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;13
06;Jönköpings län;80;Jönköping;100007936;Gjutarens äldreboende;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;33
06;Jönköpings län;80;Jönköping;100007937;Gränna äldreboende;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;17
06;Jönköpings län;80;Jönköping;100007938;Fridhälls äldreboende;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;26
06;Jönköpings län;80;Jönköping;100007939;Kristinedals äldreboende;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;17
06;Jönköpings län;80;Jönköping;100007940;Smedjegårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;7
06;Jönköpings län;80;Jönköping;100007941;Hammargårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;6
06;Jönköpings län;80;Jönköping;100007942;Havsörnens äldreboende;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;13
06;Jönköpings län;80;Jönköping;100007943;Junegårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;33
06;Jönköpings län;80;Jönköping;100007944;Kavlagårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;19
06;Jönköpings län;80;Jönköping;100007945;Kärrhökens äldreboende;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;16
06;Jönköpings län;80;Jönköping;100007946;Kålgårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;31
06;Jönköpings län;80;Jönköping;100007948;Lärlingens äldreboende;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;18
06;Jönköpings län;80;Jönköping;100007949;Mogårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;14
06;Jönköpings län;80;Jönköping;100007950;Rosendala äldreboende;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;21
06;Jönköpings län;80;Jönköping;100007951;Rosengårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;34
06;Jönköpings län;80;Jönköping;100007952;Skärstadals äldreboende;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;26
