lan;län;kom;kommun;lokalid;lokal;2018-08-22;2018-08-23;2018-08-24;2018-08-25;2018-08-26;2018-08-27;2018-08-28;2018-08-29;2018-08-30;2018-08-31;2018-09-01;2018-09-02;2018-09-03;2018-09-04;2018-09-05;2018-09-06;2018-09-07;2018-09-08;2018-09-09;Totalt
01;Stockholms län;20;Värmdö;9126;Hemmesta bibliotek;60;46;16;0;0;59;36;141;59;36;0;0;93;109;260;112;297;0;0;1324
01;Stockholms län;20;Värmdö;9127;Djurö bibliotek;21;45;22;0;0;92;62;50;59;36;0;0;137;99;92;128;196;0;0;1039
01;Stockholms län;20;Värmdö;9128;Möjahallen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;94;149
01;Stockholms län;20;Värmdö;9129;Hembygdsgården Nämdö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40
01;Stockholms län;20;Värmdö;9130;Runmarö Hembygdsgård;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;85;138
01;Stockholms län;20;Värmdö;9131;Sandhamns seglarhotell;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;49;114
01;Stockholms län;23;Järfälla;13108;Järfälla gymnasiums galleri;0;0;0;0;0;0;0;0;0;0;0;0;10;11;14;9;24;0;0;68
01;Stockholms län;23;Järfälla;13854;Kommunhuset, bakre entrén;48;73;71;25;111;81;45;90;79;76;49;117;137;154;162;179;219;312;762;2790
01;Stockholms län;23;Järfälla;14940;Jakobsbergs bibliotek;202;327;227;174;0;354;332;398;377;327;299;247;539;605;599;767;960;752;0;7486
01;Stockholms län;23;Järfälla;15735;Herresta bibliotek;15;40;0;52;0;19;23;19;50;0;78;0;100;27;37;167;0;280;0;907
01;Stockholms län;23;Järfälla;15831;Mötes- och gemensamhetslokal "54:an";0;0;0;0;0;0;0;0;0;0;0;0;29;34;57;82;91;85;0;378
01;Stockholms län;23;Järfälla;9032;Kallhälls bibliotek;91;91;147;107;0;210;122;221;114;126;195;0;375;184;446;251;277;401;0;3358
01;Stockholms län;23;Järfälla;9033;Barkarby bibliotek;52;63;0;62;0;123;51;125;77;0;108;0;193;103;266;139;0;292;0;1654
01;Stockholms län;23;Järfälla;9034;Viksjö bibliotek;128;114;104;120;0;142;116;205;149;137;171;0;338;253;388;265;227;424;0;3281
01;Stockholms län;25;Ekerö;12363;Biblioteket Ekerö C;187;165;160;103;0;178;204;229;209;167;200;0;361;451;482;554;595;461;0;4706
01;Stockholms län;25;Ekerö;12365;Barnens biblioteket i Stenhamra;33;46;31;0;63;50;61;51;108;40;0;100;139;76;92;238;139;0;0;1267
01;Stockholms län;25;Ekerö;14395;Mobil röstningsstation;0;9;5;34;37;1;9;63;22;9;52;86;16;22;153;77;105;132;136;968
01;Stockholms län;25;Ekerö;14584;Söderströmsgården;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;11
01;Stockholms län;25;Ekerö;5886;Kuröns behandlingshem;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;26
01;Stockholms län;25;Ekerö;5887;Ekgårdens särskilda boende;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;31
01;Stockholms län;25;Ekerö;5889;Kullens särskilda boende;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;20
01;Stockholms län;25;Ekerö;9648;Svartsjöanstalten;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;25
01;Stockholms län;25;Ekerö;9649;Färingsöanstalten;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;28
01;Stockholms län;26;Huddinge;13036;Stortorps äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;73
01;Stockholms län;26;Huddinge;13227;Beateberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;18
01;Stockholms län;26;Huddinge;13544;Huddinge centrum, Folkes;179;198;174;127;121;254;215;239;232;232;247;316;390;446;548;717;838;782;563;6818
01;Stockholms län;26;Huddinge;13545;Stuvsta stationshus;87;99;64;82;103;94;100;95;123;77;142;215;187;280;320;369;330;0;0;2767
01;Stockholms län;26;Huddinge;14736;Trångsund, Eklunden seniorcenter;65;72;33;43;0;48;73;52;79;44;67;0;114;131;146;172;194;208;0;1541
01;Stockholms län;26;Huddinge;14737;Karolinska sjukhuset, Huddinge;36;31;33;15;46;53;68;78;67;61;33;73;141;169;209;294;245;436;529;2617
01;Stockholms län;26;Huddinge;15002;Björnkulla äldreboende;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;17
01;Stockholms län;26;Huddinge;15003;Västergårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;32
01;Stockholms län;26;Huddinge;15715;Masmo, Expose föreningslokal;9;13;7;5;0;9;10;15;21;7;12;0;31;28;29;54;52;72;0;374
01;Stockholms län;26;Huddinge;15758;Skutan äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10
01;Stockholms län;26;Huddinge;5890;Sjödalens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;26
01;Stockholms län;26;Huddinge;5891;Tallgårdens äldreboende;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;33
01;Stockholms län;26;Huddinge;5893;Rosendalsgårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;39
01;Stockholms län;26;Huddinge;8694;Huddinge, Huvudbiblioteket;143;131;128;79;82;201;200;182;133;142;133;158;338;381;520;372;456;378;0;4157
01;Stockholms län;26;Huddinge;8936;Flemingsbergs bibliotek;56;41;22;23;0;52;50;66;39;41;57;0;97;112;193;163;242;283;0;1537
01;Stockholms län;26;Huddinge;8937;Segeltorps fritidsgård;33;0;75;69;0;93;95;93;0;70;123;0;143;155;204;0;189;339;0;1681
01;Stockholms län;26;Huddinge;8938;Skogås bibliotek;163;119;92;66;0;191;171;126;122;160;123;0;293;332;350;270;351;305;0;3234
01;Stockholms län;26;Huddinge;8940;Vårby bibliotek;36;26;22;17;0;46;51;50;46;26;43;0;78;76;56;140;122;217;0;1052
01;Stockholms län;27;Botkyrka;10735;Silverkronan äldreboende;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;19
01;Stockholms län;27;Botkyrka;13035;Mobila enheter;91;165;161;110;147;190;190;156;197;290;196;167;288;403;461;794;717;478;0;5201
01;Stockholms län;27;Botkyrka;15064;Strandängsgården;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;22
01;Stockholms län;27;Botkyrka;15065;Tornet;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;16
01;Stockholms län;27;Botkyrka;5899;Tumba äldreboende;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;17
01;Stockholms län;27;Botkyrka;5902;Alby Äng;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;12
01;Stockholms län;27;Botkyrka;5903;Kriminalvårdsanstalten , Asptuna;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;37
01;Stockholms län;27;Botkyrka;5904;Kärsdala äldreboende;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;26
01;Stockholms län;27;Botkyrka;8734;Alby medborgarkontor;122;80;90;41;25;96;89;113;100;76;73;68;151;151;183;206;296;267;0;2227
01;Stockholms län;27;Botkyrka;8735;Fittja medborgarkontor;22;31;34;14;22;96;57;51;45;57;31;44;122;86;152;127;197;205;0;1393
01;Stockholms län;27;Botkyrka;8736;Hallunda medborgarkontor;129;137;135;48;32;182;187;141;156;109;86;83;255;219;257;323;401;294;719;3893
01;Stockholms län;27;Botkyrka;8737;Tullinge medborgarkontor;107;151;140;77;70;173;145;152;161;120;127;154;252;350;451;509;580;410;0;4129
01;Stockholms län;27;Botkyrka;8738;Tumba medborgarkontor;126;210;181;66;43;237;222;189;199;191;122;151;378;347;476;522;538;318;524;5040
01;Stockholms län;27;Botkyrka;8739;Mötesplats Grödinge;35;27;39;18;35;63;53;57;39;52;38;48;81;96;149;126;190;149;0;1295
01;Stockholms län;28;Salem;8850;Murgrönans foajé (Salems bibliotek);138;95;141;72;59;181;169;158;194;118;149;191;269;344;356;436;399;409;215;4093
01;Stockholms län;36;Haninge;12970;Port 73;144;168;160;209;214;187;271;226;219;223;312;368;292;425;436;517;614;996;469;6450
01;Stockholms län;36;Haninge;12972;ICA Maxi Haninge;209;174;173;164;227;212;285;268;220;272;290;416;333;473;553;651;746;998;516;7180
01;Stockholms län;36;Haninge;14635;Västerhaninge bibliotek;170;175;149;93;92;200;157;163;172;173;175;145;274;324;417;398;499;634;0;4410
01;Stockholms län;36;Haninge;14636;Jordbro bibliotek;34;28;17;35;19;45;34;38;47;22;48;39;71;127;91;140;166;248;0;1249
01;Stockholms län;36;Haninge;14654;Haninge kulturhus;150;139;140;76;65;190;156;158;137;133;148;139;244;268;293;379;462;505;539;4321
01;Stockholms län;36;Haninge;14655;Lillgårdsvägen;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;24
01;Stockholms län;36;Haninge;14656;Baldesro Plaza;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;23
01;Stockholms län;36;Haninge;15799;Hanveden;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;19
01;Stockholms län;36;Haninge;15800;Handens sjukhus;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;32
01;Stockholms län;36;Haninge;5906;Hagagården;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;23
01;Stockholms län;36;Haninge;5908;Malmgården;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;21
01;Stockholms län;36;Haninge;8602;Brandbergens bibliotek;73;70;89;46;39;77;80;96;92;81;76;90;102;154;182;207;207;351;0;2112
01;Stockholms län;36;Haninge;8622;Träffpunkten Djurgårdsplan;41;20;24;12;49;27;22;14;18;21;21;30;35;51;84;96;129;150;0;844
01;Stockholms län;36;Haninge;8625;Folk & Trädgårdsmuseet;36;36;36;41;49;37;42;46;67;48;40;67;78;89;136;149;204;186;0;1387
01;Stockholms län;36;Haninge;8626;Träffpunkten Dalarö;33;48;26;19;19;35;32;29;46;34;53;23;49;75;72;58;72;107;0;830
01;Stockholms län;36;Haninge;8627;Ornö bygdegård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;114
01;Stockholms län;36;Haninge;8628;Utö Hembygdsgård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;131
01;Stockholms län;36;Haninge;8683;Johanneslund;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;33
01;Stockholms län;38;Tyresö;12805;Servicecenter Tyresö kommun;74;79;79;43;87;103;69;60;88;80;52;202;111;151;169;277;175;239;362;2500
01;Stockholms län;38;Tyresö;14544;Villa Basilika och Krusmyntan;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;35
01;Stockholms län;38;Tyresö;5911;Björkbackens äldrecentrum;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;45
01;Stockholms län;38;Tyresö;5912;Trollängens äldreboende;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24
01;Stockholms län;38;Tyresö;8834;Huvudbiblioteket Tyresö Centrum;264;260;260;153;0;298;348;305;257;323;306;0;486;600;623;614;785;520;0;6402
01;Stockholms län;38;Tyresö;8835;Biblioteket Trollbäcken;104;112;56;55;0;98;68;103;109;100;117;0;219;170;185;354;224;305;0;2379
01;Stockholms län;38;Tyresö;8837;Biblioteket Tyresö Strand;64;49;32;52;0;61;55;82;46;42;69;0;127;123;202;141;191;245;0;1581
01;Stockholms län;39;Upplands-Bro;15036;Upplands-Brogymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;30
01;Stockholms län;39;Upplands-Bro;15778;Brohuset;38;81;61;0;110;94;92;126;94;63;104;0;160;213;208;270;293;445;0;2452
01;Stockholms län;39;Upplands-Bro;15779;Kommunhuset;126;179;125;81;0;164;164;204;161;167;0;201;316;348;414;498;533;0;303;3984
01;Stockholms län;40;Nykvarn;9712;Nykvarns bibliotek;105;119;105;51;0;163;106;110;175;112;125;0;220;202;253;410;379;324;115;3074
01;Stockholms län;60;Täby;15787;Täby kommunhus;319;367;326;144;168;406;404;408;463;177;291;471;719;751;943;948;939;663;420;9327
01;Stockholms län;60;Täby;15788;Brf Vingens lokal Hägernäs;39;38;39;24;0;44;24;35;48;51;34;0;71;60;79;108;84;96;0;874
01;Stockholms län;60;Täby;15789;Skolhagensskolan;44;47;50;47;0;51;51;60;76;74;66;0;141;171;145;178;177;192;0;1570
01;Stockholms län;60;Täby;15790;Skarpängsskolan;51;44;31;45;0;65;50;58;52;74;98;0;140;140;188;204;188;225;0;1653
01;Stockholms län;60;Täby;15791;Ytterbyskolan;7;9;7;23;0;17;14;13;20;11;33;0;33;46;48;53;65;102;0;501
01;Stockholms län;60;Täby;15793;Täby Racketcenter;63;60;41;41;81;72;60;75;74;77;70;169;131;181;165;203;226;231;37;2057
01;Stockholms län;60;Täby;15905;Arninge centrum;15;47;33;48;48;56;76;80;77;88;107;158;144;176;225;301;285;322;127;2413
01;Stockholms län;60;Täby;8957;Ångarens vårdboende;11;83;64;39;0;0;109;122;92;73;88;0;0;205;226;175;153;162;0;1602
01;Stockholms län;62;Danderyd;12799;Danderyds sjukhus;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;33
01;Stockholms län;62;Danderyd;12801;Svalnäs äldreboende;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;105
01;Stockholms län;62;Danderyd;12819;Birgittasystrarna;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;27
01;Stockholms län;62;Danderyd;12825;Djursholms bibliotek;60;61;50;50;0;76;55;67;105;99;108;0;166;120;138;212;193;176;0;1736
01;Stockholms län;62;Danderyd;12827;Information Danderyd;231;202;216;123;85;287;214;240;264;272;212;235;446;381;440;489;630;414;257;5638
01;Stockholms län;62;Danderyd;12828;Enebybergs bibliotek;22;28;28;31;0;48;59;50;80;38;66;0;123;150;135;140;129;146;0;1273
01;Stockholms län;62;Danderyd;14786;Annebergsgården;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;28
01;Stockholms län;62;Danderyd;14787;Stocksundsgårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;27
01;Stockholms län;62;Danderyd;14788;Tallgårdens Äldreboende;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;22
01;Stockholms län;62;Danderyd;9663;Stocksunds bibliotek;36;10;23;0;0;22;34;50;38;41;0;0;45;60;132;84;127;0;0;702
01;Stockholms län;63;Sollentuna;12623;Rådans äldreboende;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;10
01;Stockholms län;63;Sollentuna;13967;Minerva;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;9
01;Stockholms län;63;Sollentuna;14891;Ulrikas gård;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;36
01;Stockholms län;63;Sollentuna;14950;Häktet Sollentuna;0;0;0;0;0;42;0;0;0;0;0;0;26;0;0;0;0;0;0;68
01;Stockholms län;63;Sollentuna;15020;Helenelunds centrum;0;0;0;0;0;94;106;100;100;92;0;0;159;211;167;240;297;0;0;1566
01;Stockholms län;63;Sollentuna;15100;Arena Rotebro;0;0;0;0;0;128;90;119;0;132;0;0;197;201;232;0;307;0;0;1406
01;Stockholms län;63;Sollentuna;15685;Kärrdalsskolan;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;240;0;0;0;394
01;Stockholms län;63;Sollentuna;15692;Satelliten;259;289;264;184;199;309;274;289;330;280;356;441;621;690;890;1082;1052;1237;736;9782
01;Stockholms län;63;Sollentuna;15805;Bergkälla Äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;21
01;Stockholms län;63;Sollentuna;5921;Norrgården;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;12
01;Stockholms län;63;Sollentuna;5925;Rotsunda Strand;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;16
01;Stockholms län;63;Sollentuna;8907;Stinsen köpcentrum;0;0;252;254;295;0;0;0;0;308;377;505;0;0;0;0;500;548;0;3039
01;Stockholms län;63;Sollentuna;8911;Edsbergs bibliotek;0;0;0;0;0;219;176;126;0;181;0;0;223;292;273;0;357;0;0;1847
01;Stockholms län;80;Stockholm;10193;Stora Sköndal Johannesgården;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;41
01;Stockholms län;80;Stockholm;10979;Europahuset;54;62;52;0;0;70;98;92;76;88;0;0;160;261;301;350;556;0;0;2220
01;Stockholms län;80;Stockholm;10980;KTH Biblioteket;85;79;100;0;0;169;113;155;149;168;0;0;292;403;541;664;824;595;0;4337
01;Stockholms län;80;Stockholm;10991;Kungliga biblioteket;212;222;190;120;0;288;264;248;233;213;227;0;488;601;711;836;956;509;0;6318
01;Stockholms län;80;Stockholm;11323;Josephinahemmet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;32
01;Stockholms län;80;Stockholm;11325;Fredhällshusen SVPH;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;64
01;Stockholms län;80;Stockholm;11327;Rio vård- och omsorg/trygghetsboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;86
01;Stockholms län;80;Stockholm;11328;Kattrumpstullens vård- och omsorgsbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;45
01;Stockholms län;80;Stockholm;11329;Löjtnantsgården;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;41
01;Stockholms län;80;Stockholm;11624;Attendo Postiljonen;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
01;Stockholms län;80;Stockholm;11625;Edö servicehus/vård-och omsorgsb.;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;39
01;Stockholms län;80;Stockholm;12647;Husby medborgarkontor;18;17;12;0;0;27;34;42;33;17;0;0;63;67;122;115;37;0;0;604
01;Stockholms län;80;Stockholm;13027;Sture bibliotek;63;91;68;57;60;118;117;154;160;148;135;163;289;320;440;518;432;501;0;3834
01;Stockholms län;80;Stockholm;13048;Rinkeby bibliotek;48;75;77;29;36;94;111;99;123;100;48;88;195;231;236;382;586;629;0;3187
01;Stockholms län;80;Stockholm;13596;Rågsveds medborgarkontor;40;38;44;0;0;50;51;59;30;34;0;0;89;61;146;99;174;207;0;1122
01;Stockholms län;80;Stockholm;13598;Lindhagen;181;180;226;244;288;220;283;267;281;341;372;558;463;631;716;909;1136;1287;0;8583
01;Stockholms län;80;Stockholm;13601;Globen Shopping;202;213;218;179;201;293;308;269;325;309;369;346;539;624;723;880;975;1048;0;8021
01;Stockholms län;80;Stockholm;13898;Brahem;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;54
01;Stockholms län;80;Stockholm;13899;Sabbatsbergbyn och Dalahöjden;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;71
01;Stockholms län;80;Stockholm;13905;Blomsterfonden Körsbärsvägen;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;34
01;Stockholms län;80;Stockholm;13906;Hornstulls servicehus;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68
01;Stockholms län;80;Stockholm;13936;Nymilens äldreboende;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;18
01;Stockholms län;80;Stockholm;13944;Sjöstadsgårdens vård- och omsorgsbo.;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
01;Stockholms län;80;Stockholm;13950;Sätra/Björksätra vård- och omsorgsb.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;81
01;Stockholms län;80;Stockholm;14690;Bromma Blocks Galleria;158;159;174;233;281;220;238;265;274;293;517;598;442;613;738;808;920;1241;0;8172
01;Stockholms län;80;Stockholm;14691;Brommaplans bibliotek;225;172;148;101;0;244;164;265;227;194;254;0;455;342;581;448;528;520;0;4868
01;Stockholms län;80;Stockholm;14692;Cityterminalen;181;207;232;110;185;234;266;233;303;301;249;344;504;654;931;945;1455;1613;1854;10801
01;Stockholms län;80;Stockholm;14693;Fjärde Bassängvägen, Värtahamnen;45;42;48;0;0;54;65;60;49;50;0;0;86;109;128;158;176;0;0;1070
01;Stockholms län;80;Stockholm;14702;Spånga-Tensta Medborgarkontor;18;47;23;0;0;43;53;67;63;22;131;0;104;140;96;141;83;0;0;1031
01;Stockholms län;80;Stockholm;14703;Liljeholmstorget Galleria;254;335;333;399;422;402;425;493;461;500;642;730;760;1022;1121;1188;1469;1255;0;12211
01;Stockholms län;80;Stockholm;14705;Generatorn, Telefonplan;40;33;50;0;0;50;67;56;52;87;0;0;104;174;117;136;369;0;0;1335
01;Stockholms län;80;Stockholm;14707;Eriksdalsbadet;156;148;109;128;184;177;166;177;182;183;268;472;325;434;470;586;616;780;716;6277
01;Stockholms län;80;Stockholm;14710;Garnisonen, Karlavägen 108;169;202;159;0;0;170;234;214;161;220;0;0;365;420;498;609;719;0;0;4140
01;Stockholms län;80;Stockholm;14713;Stureby vård- och omsorgsboende;34;30;52;0;0;42;82;63;45;63;0;0;83;91;129;92;137;0;0;943
01;Stockholms län;80;Stockholm;14715;Hässelby gårds Bibbleria;129;139;93;74;0;115;161;161;166;96;145;0;162;376;263;328;301;383;0;3092
01;Stockholms län;80;Stockholm;14843;Villa Tärnö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;45
01;Stockholms län;80;Stockholm;14852;Stora Sköndal Solgården;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;25
01;Stockholms län;80;Stockholm;14860;Bromma Lindegård;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;11
01;Stockholms län;80;Stockholm;14861;Attendo Solbacken;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;25
01;Stockholms län;80;Stockholm;14863;Koppargården/Attendo Bättringsv.;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;92
01;Stockholms län;80;Stockholm;15525;Rålambsvägen 17;150;148;136;0;0;145;166;159;151;163;0;0;600;343;391;448;0;0;0;3000
01;Stockholms län;80;Stockholm;15526;Eastmaninstitutet;212;253;173;0;0;220;271;178;309;199;0;0;415;492;523;537;665;0;0;4447
01;Stockholms län;80;Stockholm;15527;Entré Nord, Gävlegatan 22;103;87;109;69;59;113;130;137;137;137;132;164;257;319;352;439;629;518;0;3891
01;Stockholms län;80;Stockholm;15528;Pumpan, Färgargårdstorget;143;125;82;56;88;103;113;122;122;90;132;232;176;234;213;293;290;452;0;3066
